product_id,product_name,category,sub_category,brand,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,color,size,fit,material,sleeve_type,neck_type,pattern,occasion,purpose,care_instructions,features,description,image_url,product_url,weight,model,case_size,display,battery_life,water_resistance,connectivity,health_features,sports_modes,energy_rating,capacity,power,bluetooth_version,noise_cancellation,skin_type,hair_type,ingredient,volume,spf,gender,closure_type,sole_material,processor,ram,storage,gpu,operating_system,battery,camera
400213,Noise Voyage,Electronics,Smartwatch,Noise,7199,10699,33,4.8,10986,In Stock,ShopWise Store,1 Year,Silver,,,,,,,,"Fitness, Health, Daily Use",,"Women's Health Tracking, GPS, Bluetooth Calling, AMOLED Display","Noise Voyage smartwatch featuring Women's Health Tracking, GPS, Bluetooth Calling, AMOLED Display. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400213.jpg,https://example.com/products/400213,,Voyage,46 mm,AMOLED,5 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,,,,,,,,,,,,,,,,,,,,
400214,Garmin Fenix 8,Electronics,Smartwatch,Garmin,26499,31199,15,4.9,14453,In Stock,ShopWise Store,1 Year,Silver,,,,,,,,"Fitness, Health, Daily Use",,"100+ Sports Modes, Bluetooth Calling, Women's Health Tracking, Stress Monitoring","Garmin Fenix 8 smartwatch featuring 100+ Sports Modes, Bluetooth Calling, Women's Health Tracking, Stress Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400214.jpg,https://example.com/products/400214,,Fenix 8,49 mm,AMOLED,5 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,,,,,,,,,,,,,,,,,,,,
400215,boAt Lunar Connect,Electronics,Smartwatch,boAt,5399,7099,24,4.0,19046,In Stock,ShopWise Store,1 Year,Black,,,,,,,,"Fitness, Health, Daily Use",,"100+ Sports Modes, Women's Health Tracking, Voice Assistant, Heart Rate Monitor","boAt Lunar Connect smartwatch featuring 100+ Sports Modes, Women's Health Tracking, Voice Assistant, Heart Rate Monitor. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400215.jpg,https://example.com/products/400215,,Lunar Connect,44 mm,LCD,18 Hours,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,,,,,,,,,,,,,,,,,,,,
400216,Samsung Galaxy Watch7,Electronics,Smartwatch,Samsung,33199,34999,5,5.0,10079,In Stock,ShopWise Store,1 Year,Gold,,,,,,,,"Fitness, Health, Daily Use",,"Heart Rate Monitor, SpO2 Monitoring, Sleep Tracking, 5ATM Water Resistance","Samsung Galaxy Watch7 smartwatch featuring Heart Rate Monitor, SpO2 Monitoring, Sleep Tracking, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400216.jpg,https://example.com/products/400216,,Galaxy Watch7,41 mm,AMOLED,5 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,,,,,,,,,,,,,,,,,,,,
400217,Samsung Galaxy Watch Ultra,Electronics,Smartwatch,Samsung,24999,29299,15,4.3,13669,In Stock,ShopWise Store,1 Year,Silver,,,,,,,,"Fitness, Health, Daily Use",,"SpO2 Monitoring, Stress Monitoring, GPS, 5ATM Water Resistance","Samsung Galaxy Watch Ultra smartwatch featuring SpO2 Monitoring, Stress Monitoring, GPS, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400217.jpg,https://example.com/products/400217,,Galaxy Watch Ultra,42 mm,AMOLED,10 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,,,,,,,,,,,,,,,,,,,,
400218,Noise Voyage,Electronics,Smartwatch,Noise,2999,3999,25,4.1,4584,In Stock,ShopWise Store,1 Year,Black,,,,,,,,"Fitness, Health, Daily Use",,"Bluetooth Calling, GPS, Voice Assistant, 100+ Sports Modes","Noise Voyage smartwatch featuring Bluetooth Calling, GPS, Voice Assistant, 100+ Sports Modes. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400218.jpg,https://example.com/products/400218,,Voyage,44 mm,AMOLED,10 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,,,,,,,,,,,,,,,,,,,,
400219,Samsung Galaxy Watch FE,Electronics,Smartwatch,Samsung,23299,26999,14,4.3,24902,In Stock,ShopWise Store,1 Year,Silver,,,,,,,,"Fitness, Health, Daily Use",,"Voice Assistant, Always-On Display, Women's Health Tracking, 5ATM Water Resistance","Samsung Galaxy Watch FE smartwatch featuring Voice Assistant, Always-On Display, Women's Health Tracking, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400219.jpg,https://example.com/products/400219,,Galaxy Watch FE,46 mm,AMOLED,14 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,,,,,,,,,,,,,,,,,,,,
400220,boAt Xtend Pro,Electronics,Smartwatch,boAt,2899,3699,22,4.2,20691,In Stock,ShopWise Store,1 Year,Gold,,,,,,,,"Fitness, Health, Daily Use",,"Heart Rate Monitor, 100+ Sports Modes, Women's Health Tracking, Sleep Tracking","boAt Xtend Pro smartwatch featuring Heart Rate Monitor, 100+ Sports Modes, Women's Health Tracking, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400220.jpg,https://example.com/products/400220,,Xtend Pro,41 mm,AMOLED,14 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,,,,,,,,,,,,,,,,,,,,
400221,Garmin Forerunner 165,Electronics,Smartwatch,Garmin,52699,55499,5,4.1,4305,In Stock,ShopWise Store,1 Year,Pink,,,,,,,,"Fitness, Health, Daily Use",,"Sleep Tracking, Bluetooth Calling, Women's Health Tracking, Always-On Display","Garmin Forerunner 165 smartwatch featuring Sleep Tracking, Bluetooth Calling, Women's Health Tracking, Always-On Display. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400221.jpg,https://example.com/products/400221,,Forerunner 165,42 mm,AMOLED,14 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,,,,,,,,,,,,,,,,,,,,
400222,Garmin Venu 3,Electronics,Smartwatch,Garmin,81099,84299,4,4.7,17228,In Stock,ShopWise Store,1 Year,Pink,,,,,,,,"Fitness, Health, Daily Use",,"AMOLED Display, 5ATM Water Resistance, Voice Assistant, Stress Monitoring","Garmin Venu 3 smartwatch featuring AMOLED Display, 5ATM Water Resistance, Voice Assistant, Stress Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400222.jpg,https://example.com/products/400222,,Venu 3,49 mm,LCD,10 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,,,,,,,,,,,,,,,,,,,,
400223,Amazfit Balance,Electronics,Smartwatch,Amazfit,7999,10199,22,4.6,23933,In Stock,ShopWise Store,1 Year,Pink,,,,,,,,"Fitness, Health, Daily Use",,"Women's Health Tracking, Voice Assistant, Always-On Display, Heart Rate Monitor","Amazfit Balance smartwatch featuring Women's Health Tracking, Voice Assistant, Always-On Display, Heart Rate Monitor. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400223.jpg,https://example.com/products/400223,,Balance,42 mm,AMOLED,7 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,,,,,,,,,,,,,,,,,,,,
400224,Garmin Forerunner 165,Electronics,Smartwatch,Garmin,31799,34899,9,4.6,24651,In Stock,ShopWise Store,1 Year,Pink,,,,,,,,"Fitness, Health, Daily Use",,"Heart Rate Monitor, Sleep Tracking, Women's Health Tracking, 100+ Sports Modes","Garmin Forerunner 165 smartwatch featuring Heart Rate Monitor, Sleep Tracking, Women's Health Tracking, 100+ Sports Modes. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400224.jpg,https://example.com/products/400224,,Forerunner 165,46 mm,AMOLED,18 Hours,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,,,,,,,,,,,,,,,,,,,,
400225,Garmin Fenix 8,Electronics,Smartwatch,Garmin,39299,41499,5,4.8,9198,In Stock,ShopWise Store,1 Year,Blue,,,,,,,,"Fitness, Health, Daily Use",,"5ATM Water Resistance, GPS, Heart Rate Monitor, Women's Health Tracking","Garmin Fenix 8 smartwatch featuring 5ATM Water Resistance, GPS, Heart Rate Monitor, Women's Health Tracking. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400225.jpg,https://example.com/products/400225,,Fenix 8,42 mm,AMOLED,10 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,,,,,,,,,,,,,,,,,,,,
400226,Samsung Galaxy Watch7,Electronics,Smartwatch,Samsung,21099,24599,14,4.6,8219,In Stock,ShopWise Store,1 Year,Pink,,,,,,,,"Fitness, Health, Daily Use",,"Sleep Tracking, Always-On Display, Heart Rate Monitor, Stress Monitoring","Samsung Galaxy Watch7 smartwatch featuring Sleep Tracking, Always-On Display, Heart Rate Monitor, Stress Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400226.jpg,https://example.com/products/400226,,Galaxy Watch7,42 mm,AMOLED,10 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,,,,,,,,,,,,,,,,,,,,
400227,boAt Wave Sigma,Electronics,Smartwatch,boAt,3199,7499,57,4.4,13240,In Stock,ShopWise Store,1 Year,Silver,,,,,,,,"Fitness, Health, Daily Use",,"100+ Sports Modes, Sleep Tracking, AMOLED Display, Stress Monitoring","boAt Wave Sigma smartwatch featuring 100+ Sports Modes, Sleep Tracking, AMOLED Display, Stress Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400227.jpg,https://example.com/products/400227,,Wave Sigma,49 mm,AMOLED,18 Hours,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,,,,,,,,,,,,,,,,,,,,
400228,boAt Xtend Pro,Electronics,Smartwatch,boAt,6799,9999,32,4.6,3888,In Stock,ShopWise Store,1 Year,Pink,,,,,,,,"Fitness, Health, Daily Use",,"100+ Sports Modes, Sleep Tracking, AMOLED Display, GPS","boAt Xtend Pro smartwatch featuring 100+ Sports Modes, Sleep Tracking, AMOLED Display, GPS. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400228.jpg,https://example.com/products/400228,,Xtend Pro,46 mm,AMOLED,7 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,,,,,,,,,,,,,,,,,,,,
400229,Noise ColorFit Ultra 3,Electronics,Smartwatch,Noise,5399,7499,28,4.2,2756,In Stock,ShopWise Store,1 Year,Black,,,,,,,,"Fitness, Health, Daily Use",,"100+ Sports Modes, 5ATM Water Resistance, Voice Assistant, Heart Rate Monitor","Noise ColorFit Ultra 3 smartwatch featuring 100+ Sports Modes, 5ATM Water Resistance, Voice Assistant, Heart Rate Monitor. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400229.jpg,https://example.com/products/400229,,ColorFit Ultra 3,49 mm,AMOLED,14 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,,,,,,,,,,,,,,,,,,,,
400230,Garmin Forerunner 165,Electronics,Smartwatch,Garmin,72699,75599,4,4.3,4294,In Stock,ShopWise Store,1 Year,Pink,,,,,,,,"Fitness, Health, Daily Use",,"Bluetooth Calling, 100+ Sports Modes, GPS, Heart Rate Monitor","Garmin Forerunner 165 smartwatch featuring Bluetooth Calling, 100+ Sports Modes, GPS, Heart Rate Monitor. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400230.jpg,https://example.com/products/400230,,Forerunner 165,49 mm,AMOLED,18 Hours,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,,,,,,,,,,,,,,,,,,,,
400231,Fire-Boltt Visionary,Electronics,Smartwatch,Fire-Boltt,3299,6799,51,4.2,2004,In Stock,ShopWise Store,1 Year,Black,,,,,,,,"Fitness, Health, Daily Use",,"Stress Monitoring, Bluetooth Calling, Sleep Tracking, SpO2 Monitoring","Fire-Boltt Visionary smartwatch featuring Stress Monitoring, Bluetooth Calling, Sleep Tracking, SpO2 Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400231.jpg,https://example.com/products/400231,,Visionary,41 mm,AMOLED,7 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,,,,,,,,,,,,,,,,,,,,
400232,Apple Watch Series 10,Electronics,Smartwatch,Apple,69000,71300,3,4.2,1981,In Stock,ShopWise Store,1 Year,Silver,,,,,,,,"Fitness, Health, Daily Use",,"SpO2 Monitoring, Stress Monitoring, Heart Rate Monitor, 100+ Sports Modes","Apple Watch Series 10 smartwatch featuring SpO2 Monitoring, Stress Monitoring, Heart Rate Monitor, 100+ Sports Modes. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400232.jpg,https://example.com/products/400232,,Watch Series 10,42 mm,AMOLED,7 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,,,,,,,,,,,,,,,,,,,,
400233,Fire-Boltt Invincible Plus,Electronics,Smartwatch,Fire-Boltt,4899,8799,44,4.8,5696,In Stock,ShopWise Store,1 Year,Blue,,,,,,,,"Fitness, Health, Daily Use",,"GPS, Always-On Display, AMOLED Display, Bluetooth Calling","Fire-Boltt Invincible Plus smartwatch featuring GPS, Always-On Display, AMOLED Display, Bluetooth Calling. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400233.jpg,https://example.com/products/400233,,Invincible Plus,46 mm,AMOLED,10 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,,,,,,,,,,,,,,,,,,,,
400234,Garmin Forerunner 165,Electronics,Smartwatch,Garmin,74399,79299,6,4.6,6375,In Stock,ShopWise Store,1 Year,Gold,,,,,,,,"Fitness, Health, Daily Use",,"5ATM Water Resistance, Always-On Display, Women's Health Tracking, Bluetooth Calling","Garmin Forerunner 165 smartwatch featuring 5ATM Water Resistance, Always-On Display, Women's Health Tracking, Bluetooth Calling. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400234.jpg,https://example.com/products/400234,,Forerunner 165,41 mm,AMOLED,10 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,,,,,,,,,,,,,,,,,,,,
400235,Amazfit Bip 5,Electronics,Smartwatch,Amazfit,9299,11199,17,4.2,11057,In Stock,ShopWise Store,1 Year,Gold,,,,,,,,"Fitness, Health, Daily Use",,"GPS, Always-On Display, AMOLED Display, Sleep Tracking","Amazfit Bip 5 smartwatch featuring GPS, Always-On Display, AMOLED Display, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400235.jpg,https://example.com/products/400235,,Bip 5,41 mm,AMOLED,10 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,,,,,,,,,,,,,,,,,,,,
400236,Fire-Boltt Visionary,Electronics,Smartwatch,Fire-Boltt,5199,5799,10,4.6,17776,In Stock,ShopWise Store,1 Year,Gold,,,,,,,,"Fitness, Health, Daily Use",,"AMOLED Display, 100+ Sports Modes, Sleep Tracking, Voice Assistant","Fire-Boltt Visionary smartwatch featuring AMOLED Display, 100+ Sports Modes, Sleep Tracking, Voice Assistant. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400236.jpg,https://example.com/products/400236,,Visionary,42 mm,LCD,7 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,,,,,,,,,,,,,,,,,,,,
400237,Fire-Boltt Ninja Call Pro,Electronics,Smartwatch,Fire-Boltt,3299,6899,52,4.5,11188,In Stock,ShopWise Store,1 Year,Blue,,,,,,,,"Fitness, Health, Daily Use",,"Heart Rate Monitor, AMOLED Display, Stress Monitoring, Voice Assistant","Fire-Boltt Ninja Call Pro smartwatch featuring Heart Rate Monitor, AMOLED Display, Stress Monitoring, Voice Assistant. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400237.jpg,https://example.com/products/400237,,Ninja Call Pro,44 mm,AMOLED,5 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,,,,,,,,,,,,,,,,,,,,
400238,Fire-Boltt Visionary,Electronics,Smartwatch,Fire-Boltt,5999,9799,39,4.4,4799,In Stock,ShopWise Store,1 Year,Black,,,,,,,,"Fitness, Health, Daily Use",,"100+ Sports Modes, SpO2 Monitoring, Voice Assistant, GPS","Fire-Boltt Visionary smartwatch featuring 100+ Sports Modes, SpO2 Monitoring, Voice Assistant, GPS. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400238.jpg,https://example.com/products/400238,,Visionary,41 mm,LCD,10 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,,,,,,,,,,,,,,,,,,,,
400239,Garmin Venu 3,Electronics,Smartwatch,Garmin,25699,26999,5,4.1,9213,In Stock,ShopWise Store,1 Year,Blue,,,,,,,,"Fitness, Health, Daily Use",,"GPS, Always-On Display, 5ATM Water Resistance, Heart Rate Monitor","Garmin Venu 3 smartwatch featuring GPS, Always-On Display, 5ATM Water Resistance, Heart Rate Monitor. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400239.jpg,https://example.com/products/400239,,Venu 3,41 mm,AMOLED,7 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,,,,,,,,,,,,,,,,,,,,
400240,Samsung Galaxy Watch7,Electronics,Smartwatch,Samsung,30399,32699,7,4.2,4578,In Stock,ShopWise Store,1 Year,Pink,,,,,,,,"Fitness, Health, Daily Use",,"5ATM Water Resistance, GPS, AMOLED Display, 100+ Sports Modes","Samsung Galaxy Watch7 smartwatch featuring 5ATM Water Resistance, GPS, AMOLED Display, 100+ Sports Modes. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400240.jpg,https://example.com/products/400240,,Galaxy Watch7,41 mm,AMOLED,18 Hours,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,,,,,,,,,,,,,,,,,,,,
400241,boAt Wave Sigma,Electronics,Smartwatch,boAt,3999,5999,33,4.2,4919,In Stock,ShopWise Store,1 Year,Blue,,,,,,,,"Fitness, Health, Daily Use",,"Women's Health Tracking, AMOLED Display, SpO2 Monitoring, 100+ Sports Modes","boAt Wave Sigma smartwatch featuring Women's Health Tracking, AMOLED Display, SpO2 Monitoring, 100+ Sports Modes. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400241.jpg,https://example.com/products/400241,,Wave Sigma,46 mm,AMOLED,14 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,,,,,,,,,,,,,,,,,,,,
400242,Fire-Boltt Ninja Call Pro,Electronics,Smartwatch,Fire-Boltt,6299,10299,39,4.4,2804,In Stock,ShopWise Store,1 Year,Black,,,,,,,,"Fitness, Health, Daily Use",,"Heart Rate Monitor, SpO2 Monitoring, GPS, Always-On Display","Fire-Boltt Ninja Call Pro smartwatch featuring Heart Rate Monitor, SpO2 Monitoring, GPS, Always-On Display. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400242.jpg,https://example.com/products/400242,,Ninja Call Pro,42 mm,LCD,18 Hours,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,,,,,,,,,,,,,,,,,,,,
400243,Garmin Venu 3,Electronics,Smartwatch,Garmin,31099,34299,9,4.7,2382,In Stock,ShopWise Store,1 Year,Green,,,,,,,,"Fitness, Health, Daily Use",,"SpO2 Monitoring, Heart Rate Monitor, GPS, Sleep Tracking","Garmin Venu 3 smartwatch featuring SpO2 Monitoring, Heart Rate Monitor, GPS, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400243.jpg,https://example.com/products/400243,,Venu 3,41 mm,LCD,10 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,,,,,,,,,,,,,,,,,,,,
400244,Amazfit Balance,Electronics,Smartwatch,Amazfit,12999,15899,18,4.5,4401,In Stock,ShopWise Store,1 Year,Pink,,,,,,,,"Fitness, Health, Daily Use",,"Women's Health Tracking, SpO2 Monitoring, Always-On Display, 5ATM Water Resistance","Amazfit Balance smartwatch featuring Women's Health Tracking, SpO2 Monitoring, Always-On Display, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400244.jpg,https://example.com/products/400244,,Balance,42 mm,AMOLED,14 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,,,,,,,,,,,,,,,,,,,,
400245,Apple Watch Ultra 2,Electronics,Smartwatch,Apple,53300,56700,6,4.9,7087,In Stock,ShopWise Store,1 Year,Silver,,,,,,,,"Fitness, Health, Daily Use",,"Bluetooth Calling, Voice Assistant, 100+ Sports Modes, SpO2 Monitoring","Apple Watch Ultra 2 smartwatch featuring Bluetooth Calling, Voice Assistant, 100+ Sports Modes, SpO2 Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400245.jpg,https://example.com/products/400245,,Watch Ultra 2,44 mm,AMOLED,10 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,,,,,,,,,,,,,,,,,,,,
400246,boAt Xtend Pro,Electronics,Smartwatch,boAt,3399,7899,57,4.2,10777,In Stock,ShopWise Store,1 Year,Green,,,,,,,,"Fitness, Health, Daily Use",,"Always-On Display, 5ATM Water Resistance, Women's Health Tracking, SpO2 Monitoring","boAt Xtend Pro smartwatch featuring Always-On Display, 5ATM Water Resistance, Women's Health Tracking, SpO2 Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400246.jpg,https://example.com/products/400246,,Xtend Pro,41 mm,AMOLED,7 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,,,,,,,,,,,,,,,,,,,,
400247,Garmin Forerunner 165,Electronics,Smartwatch,Garmin,48099,52999,9,4.2,14324,In Stock,ShopWise Store,1 Year,Gold,,,,,,,,"Fitness, Health, Daily Use",,"Women's Health Tracking, Sleep Tracking, AMOLED Display, Always-On Display","Garmin Forerunner 165 smartwatch featuring Women's Health Tracking, Sleep Tracking, AMOLED Display, Always-On Display. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400247.jpg,https://example.com/products/400247,,Forerunner 165,44 mm,LCD,10 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,,,,,,,,,,,,,,,,,,,,
400248,Garmin Venu 3,Electronics,Smartwatch,Garmin,68899,73399,6,4.5,24696,In Stock,ShopWise Store,1 Year,Pink,,,,,,,,"Fitness, Health, Daily Use",,"Sleep Tracking, 100+ Sports Modes, SpO2 Monitoring, GPS","Garmin Venu 3 smartwatch featuring Sleep Tracking, 100+ Sports Modes, SpO2 Monitoring, GPS. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400248.jpg,https://example.com/products/400248,,Venu 3,44 mm,AMOLED,14 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,,,,,,,,,,,,,,,,,,,,
400249,boAt Lunar Connect,Electronics,Smartwatch,boAt,2199,3099,29,4.2,10844,In Stock,ShopWise Store,1 Year,Blue,,,,,,,,"Fitness, Health, Daily Use",,"Stress Monitoring, Heart Rate Monitor, Sleep Tracking, Women's Health Tracking","boAt Lunar Connect smartwatch featuring Stress Monitoring, Heart Rate Monitor, Sleep Tracking, Women's Health Tracking. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400249.jpg,https://example.com/products/400249,,Lunar Connect,42 mm,AMOLED,14 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,,,,,,,,,,,,,,,,,,,,
400250,Amazfit GTR Mini,Electronics,Smartwatch,Amazfit,23699,25199,6,4.2,14653,In Stock,ShopWise Store,1 Year,Pink,,,,,,,,"Fitness, Health, Daily Use",,"Voice Assistant, Sleep Tracking, Always-On Display, SpO2 Monitoring","Amazfit GTR Mini smartwatch featuring Voice Assistant, Sleep Tracking, Always-On Display, SpO2 Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.",https://example.com/images/smartwatch/400250.jpg,https://example.com/products/400250,,GTR Mini,49 mm,AMOLED,10 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,,,,,,,,,,,,,,,,,,,,
800001,Samsung Front Load,Home Appliances,Washing Machine,Samsung,69600,74200,6,4.0,6162,In Stock,ShopWise Home,1 Year,Grey,,,,,,,,Home & Kitchen,,"Steam Wash, Child Lock, Quick Wash","Samsung Front Load washing machine with steam wash, child lock, quick wash. Reliable appliance for everyday home use.",https://example.com/images/home/800001.jpg,https://example.com/products/800001,,Front Load,,,,,,,,4 Star,28L,500W,,,,,,,,,,,,,,,,,
800002,Samsung Grill,Home Appliances,Microwave Oven,Samsung,16300,21000,22,4.8,8274,In Stock,ShopWise Home,1 Year,Black,,,,,,,,Home & Kitchen,,"Touch Control, Auto Cook Menu, Child Lock","Samsung Grill microwave oven with touch control, auto cook menu, child lock. Reliable appliance for everyday home use.",https://example.com/images/home/800002.jpg,https://example.com/products/800002,,Grill,,,,,,,,3 Star,2L,750W,,,,,,,,,,,,,,,,,
800003,Kent RO+UV+UF,Home Appliances,Water Purifier,Kent,20200,25000,19,4.0,14150,In Stock,ShopWise Home,1 Year,Silver,,,,,,,,Home & Kitchen,,"Mineral Booster, UV, UF","Kent RO+UV+UF water purifier with mineral booster, uv, uf. Reliable appliance for everyday home use.",https://example.com/images/home/800003.jpg,https://example.com/products/800003,,RO+UV+UF,,,,,,,,5 Star,28L,1000W,,,,,,,,,,,,,,,,,
800004,LG Front Load,Home Appliances,Washing Machine,LG,28600,32000,11,4.7,1159,In Stock,ShopWise Home,1 Year,Grey,,,,,,,,Home & Kitchen,,"Steam Wash, Inverter Motor, Child Lock","LG Front Load washing machine with steam wash, inverter motor, child lock. Reliable appliance for everyday home use.",https://example.com/images/home/800004.jpg,https://example.com/products/800004,,Front Load,,,,,,,,4 Star,10kg,750W,,,,,,,,,,,,,,,,,
800005,Whirlpool Fully Automatic,Home Appliances,Washing Machine,Whirlpool,69900,74400,6,4.9,1578,In Stock,ShopWise Home,1 Year,Grey,,,,,,,,Home & Kitchen,,"Steam Wash, Smart Diagnosis, Quick Wash","Whirlpool Fully Automatic washing machine with steam wash, smart diagnosis, quick wash. Reliable appliance for everyday home use.",https://example.com/images/home/800005.jpg,https://example.com/products/800005,,Fully Automatic,,,,,,,,3 Star,8kg,1000W,,,,,,,,,,,,,,,,,
800006,LG Double Door,Home Appliances,Refrigerator,LG,33000,36800,10,4.2,10400,In Stock,ShopWise Home,1 Year,White,,,,,,,,Home & Kitchen,,"Energy Rating 3 Star, Convertible Mode, Inverter Compressor","LG Double Door refrigerator with energy rating 3 star, convertible mode, inverter compressor. Reliable appliance for everyday home use.",https://example.com/images/home/800006.jpg,https://example.com/products/800006,,Double Door,,,,,,,,5 Star,190L,1500W,,,,,,,,,,,,,,,,,
