product_id,product_name,category,sub_category,brand,model,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,color,case_size,display,battery_life,water_resistance,connectivity,health_features,sports_modes,features,description,purpose,image_url,product_url
400047,Amazfit GTR Mini,Electronics,Smartwatch,Amazfit,GTR Mini,19099,22199,14,4.8,15989,In Stock,ShopWise Store,1 Year,Blue,49 mm,AMOLED,5 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Stress Monitoring, Sleep Tracking, Voice Assistant, SpO2 Monitoring","Amazfit GTR Mini smartwatch featuring Stress Monitoring, Sleep Tracking, Voice Assistant, SpO2 Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400047.jpg,https://example.com/products/400047
400048,Noise ColorFit Pro 5,Electronics,Smartwatch,Noise,ColorFit Pro 5,5099,8399,39,4.8,21246,In Stock,ShopWise Store,1 Year,Black,49 mm,AMOLED,5 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Always-On Display, Sleep Tracking, Bluetooth Calling, 5ATM Water Resistance","Noise ColorFit Pro 5 smartwatch featuring Always-On Display, Sleep Tracking, Bluetooth Calling, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400048.jpg,https://example.com/products/400048
400049,Noise Voyage,Electronics,Smartwatch,Noise,Voyage,3199,7199,56,4.1,9373,In Stock,ShopWise Store,1 Year,Silver,44 mm,AMOLED,7 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Always-On Display, 100+ Sports Modes, GPS, Bluetooth Calling","Noise Voyage smartwatch featuring Always-On Display, 100+ Sports Modes, GPS, Bluetooth Calling. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400049.jpg,https://example.com/products/400049
400050,Samsung Galaxy Watch7,Electronics,Smartwatch,Samsung,Galaxy Watch7,27799,29099,4,4.4,11398,In Stock,ShopWise Store,1 Year,Pink,49 mm,LCD,7 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Sleep Tracking, SpO2 Monitoring, 5ATM Water Resistance, AMOLED Display","Samsung Galaxy Watch7 smartwatch featuring Sleep Tracking, SpO2 Monitoring, 5ATM Water Resistance, AMOLED Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400050.jpg,https://example.com/products/400050
400051,Samsung Galaxy Watch Ultra,Electronics,Smartwatch,Samsung,Galaxy Watch Ultra,17899,22399,20,4.4,5186,In Stock,ShopWise Store,1 Year,Silver,42 mm,AMOLED,14 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Heart Rate Monitor, SpO2 Monitoring, GPS, 100+ Sports Modes","Samsung Galaxy Watch Ultra smartwatch featuring Heart Rate Monitor, SpO2 Monitoring, GPS, 100+ Sports Modes. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400051.jpg,https://example.com/products/400051
400052,boAt Lunar Connect,Electronics,Smartwatch,boAt,Lunar Connect,5699,7399,23,4.3,5721,In Stock,ShopWise Store,1 Year,Silver,46 mm,AMOLED,14 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"SpO2 Monitoring, AMOLED Display, Sleep Tracking, 5ATM Water Resistance","boAt Lunar Connect smartwatch featuring SpO2 Monitoring, AMOLED Display, Sleep Tracking, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400052.jpg,https://example.com/products/400052
400053,Fire-Boltt Ninja Call Pro,Electronics,Smartwatch,Fire-Boltt,Ninja Call Pro,5599,7599,26,4.7,14830,In Stock,ShopWise Store,1 Year,Blue,46 mm,AMOLED,5 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"100+ Sports Modes, Sleep Tracking, Women's Health Tracking, Heart Rate Monitor","Fire-Boltt Ninja Call Pro smartwatch featuring 100+ Sports Modes, Sleep Tracking, Women's Health Tracking, Heart Rate Monitor. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400053.jpg,https://example.com/products/400053
400054,Noise Voyage,Electronics,Smartwatch,Noise,Voyage,2899,5999,52,4.0,9326,In Stock,ShopWise Store,1 Year,Green,44 mm,LCD,18 Hours,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Voice Assistant, Stress Monitoring, SpO2 Monitoring, Sleep Tracking","Noise Voyage smartwatch featuring Voice Assistant, Stress Monitoring, SpO2 Monitoring, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400054.jpg,https://example.com/products/400054
400055,Samsung Galaxy Watch Ultra,Electronics,Smartwatch,Samsung,Galaxy Watch Ultra,36799,40199,8,4.3,13724,In Stock,ShopWise Store,1 Year,Silver,42 mm,AMOLED,14 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"GPS, Sleep Tracking, 100+ Sports Modes, Women's Health Tracking","Samsung Galaxy Watch Ultra smartwatch featuring GPS, Sleep Tracking, 100+ Sports Modes, Women's Health Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400055.jpg,https://example.com/products/400055
400056,Garmin Fenix 8,Electronics,Smartwatch,Garmin,Fenix 8,93799,95899,2,4.1,12709,In Stock,ShopWise Store,1 Year,Silver,41 mm,AMOLED,10 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Voice Assistant, Women's Health Tracking, SpO2 Monitoring, AMOLED Display","Garmin Fenix 8 smartwatch featuring Voice Assistant, Women's Health Tracking, SpO2 Monitoring, AMOLED Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400056.jpg,https://example.com/products/400056
400057,Apple Watch Ultra 2,Electronics,Smartwatch,Apple,Watch Ultra 2,40200,45100,11,4.6,24372,In Stock,ShopWise Store,1 Year,Silver,42 mm,AMOLED,14 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"GPS, 100+ Sports Modes, Bluetooth Calling, Voice Assistant","Apple Watch Ultra 2 smartwatch featuring GPS, 100+ Sports Modes, Bluetooth Calling, Voice Assistant. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400057.jpg,https://example.com/products/400057
400058,Garmin Forerunner 165,Electronics,Smartwatch,Garmin,Forerunner 165,42399,44199,4,4.9,14122,In Stock,ShopWise Store,1 Year,Silver,49 mm,AMOLED,7 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Bluetooth Calling, Women's Health Tracking, 5ATM Water Resistance, Sleep Tracking","Garmin Forerunner 165 smartwatch featuring Bluetooth Calling, Women's Health Tracking, 5ATM Water Resistance, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400058.jpg,https://example.com/products/400058
400059,Noise Voyage,Electronics,Smartwatch,Noise,Voyage,6599,8299,20,4.2,9446,In Stock,ShopWise Store,1 Year,Gold,44 mm,AMOLED,7 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"5ATM Water Resistance, Voice Assistant, Heart Rate Monitor, SpO2 Monitoring","Noise Voyage smartwatch featuring 5ATM Water Resistance, Voice Assistant, Heart Rate Monitor, SpO2 Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400059.jpg,https://example.com/products/400059
400060,Apple Watch Series 10,Electronics,Smartwatch,Apple,Watch Series 10,57200,62000,8,4.3,2839,In Stock,ShopWise Store,1 Year,Blue,49 mm,AMOLED,14 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"SpO2 Monitoring, GPS, Voice Assistant, Always-On Display","Apple Watch Series 10 smartwatch featuring SpO2 Monitoring, GPS, Voice Assistant, Always-On Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400060.jpg,https://example.com/products/400060
400061,Garmin Fenix 8,Electronics,Smartwatch,Garmin,Fenix 8,88299,91599,4,4.2,4079,In Stock,ShopWise Store,1 Year,Green,44 mm,AMOLED,18 Hours,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Sleep Tracking, 5ATM Water Resistance, Voice Assistant, Women's Health Tracking","Garmin Fenix 8 smartwatch featuring Sleep Tracking, 5ATM Water Resistance, Voice Assistant, Women's Health Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400061.jpg,https://example.com/products/400061
400062,Samsung Galaxy Watch Ultra,Electronics,Smartwatch,Samsung,Galaxy Watch Ultra,58799,60399,3,4.5,24403,In Stock,ShopWise Store,1 Year,Black,41 mm,AMOLED,18 Hours,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"AMOLED Display, Bluetooth Calling, SpO2 Monitoring, 5ATM Water Resistance","Samsung Galaxy Watch Ultra smartwatch featuring AMOLED Display, Bluetooth Calling, SpO2 Monitoring, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400062.jpg,https://example.com/products/400062
400063,Garmin Venu 3,Electronics,Smartwatch,Garmin,Venu 3,89599,94199,5,4.2,17186,In Stock,ShopWise Store,1 Year,Blue,44 mm,AMOLED,14 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Heart Rate Monitor, SpO2 Monitoring, Women's Health Tracking, AMOLED Display","Garmin Venu 3 smartwatch featuring Heart Rate Monitor, SpO2 Monitoring, Women's Health Tracking, AMOLED Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400063.jpg,https://example.com/products/400063
400064,Samsung Galaxy Watch FE,Electronics,Smartwatch,Samsung,Galaxy Watch FE,33399,35399,6,4.2,5243,In Stock,ShopWise Store,1 Year,Green,49 mm,AMOLED,7 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Heart Rate Monitor, AMOLED Display, SpO2 Monitoring, Sleep Tracking","Samsung Galaxy Watch FE smartwatch featuring Heart Rate Monitor, AMOLED Display, SpO2 Monitoring, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400064.jpg,https://example.com/products/400064
400065,Apple Watch Series 10,Electronics,Smartwatch,Apple,Watch Series 10,71700,74100,3,4.0,8415,In Stock,ShopWise Store,1 Year,Black,41 mm,AMOLED,5 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Heart Rate Monitor, Always-On Display, AMOLED Display, Sleep Tracking","Apple Watch Series 10 smartwatch featuring Heart Rate Monitor, Always-On Display, AMOLED Display, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400065.jpg,https://example.com/products/400065
400066,Amazfit Balance,Electronics,Smartwatch,Amazfit,Balance,7199,11399,37,4.7,18189,In Stock,ShopWise Store,1 Year,Black,42 mm,AMOLED,10 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"100+ Sports Modes, AMOLED Display, SpO2 Monitoring, Women's Health Tracking","Amazfit Balance smartwatch featuring 100+ Sports Modes, AMOLED Display, SpO2 Monitoring, Women's Health Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400066.jpg,https://example.com/products/400066
400067,Garmin Forerunner 165,Electronics,Smartwatch,Garmin,Forerunner 165,59499,61399,3,4.3,9236,In Stock,ShopWise Store,1 Year,Pink,41 mm,AMOLED,14 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"AMOLED Display, 100+ Sports Modes, Voice Assistant, Women's Health Tracking","Garmin Forerunner 165 smartwatch featuring AMOLED Display, 100+ Sports Modes, Voice Assistant, Women's Health Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400067.jpg,https://example.com/products/400067
400068,Fire-Boltt Visionary,Electronics,Smartwatch,Fire-Boltt,Visionary,6099,7599,20,4.7,14567,In Stock,ShopWise Store,1 Year,Pink,41 mm,AMOLED,14 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"GPS, Bluetooth Calling, Stress Monitoring, 5ATM Water Resistance","Fire-Boltt Visionary smartwatch featuring GPS, Bluetooth Calling, Stress Monitoring, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400068.jpg,https://example.com/products/400068
400069,Garmin Forerunner 165,Electronics,Smartwatch,Garmin,Forerunner 165,95099,95799,1,4.7,13566,In Stock,ShopWise Store,1 Year,Black,49 mm,LCD,14 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Voice Assistant, Sleep Tracking, Bluetooth Calling, Stress Monitoring","Garmin Forerunner 165 smartwatch featuring Voice Assistant, Sleep Tracking, Bluetooth Calling, Stress Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400069.jpg,https://example.com/products/400069
400070,Apple Watch SE,Electronics,Smartwatch,Apple,Watch SE,81000,84400,4,4.7,7460,In Stock,ShopWise Store,1 Year,Green,49 mm,AMOLED,18 Hours,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"100+ Sports Modes, Sleep Tracking, GPS, 5ATM Water Resistance","Apple Watch SE smartwatch featuring 100+ Sports Modes, Sleep Tracking, GPS, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400070.jpg,https://example.com/products/400070
400071,boAt Wave Sigma,Electronics,Smartwatch,boAt,Wave Sigma,3299,3999,18,4.9,17541,In Stock,ShopWise Store,1 Year,Silver,49 mm,AMOLED,7 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"SpO2 Monitoring, Heart Rate Monitor, 5ATM Water Resistance, Women's Health Tracking","boAt Wave Sigma smartwatch featuring SpO2 Monitoring, Heart Rate Monitor, 5ATM Water Resistance, Women's Health Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400071.jpg,https://example.com/products/400071
400072,Fire-Boltt Visionary,Electronics,Smartwatch,Fire-Boltt,Visionary,4899,8899,45,4.3,24593,In Stock,ShopWise Store,1 Year,Gold,44 mm,LCD,5 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"SpO2 Monitoring, Always-On Display, AMOLED Display, Sleep Tracking","Fire-Boltt Visionary smartwatch featuring SpO2 Monitoring, Always-On Display, AMOLED Display, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400072.jpg,https://example.com/products/400072
400073,Garmin Fenix 8,Electronics,Smartwatch,Garmin,Fenix 8,98199,98699,1,4.3,23932,In Stock,ShopWise Store,1 Year,Green,46 mm,AMOLED,7 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"100+ Sports Modes, 5ATM Water Resistance, Voice Assistant, GPS","Garmin Fenix 8 smartwatch featuring 100+ Sports Modes, 5ATM Water Resistance, Voice Assistant, GPS. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400073.jpg,https://example.com/products/400073
400074,Garmin Fenix 8,Electronics,Smartwatch,Garmin,Fenix 8,22999,26599,14,4.3,21986,In Stock,ShopWise Store,1 Year,Blue,46 mm,AMOLED,5 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"5ATM Water Resistance, 100+ Sports Modes, Bluetooth Calling, AMOLED Display","Garmin Fenix 8 smartwatch featuring 5ATM Water Resistance, 100+ Sports Modes, Bluetooth Calling, AMOLED Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400074.jpg,https://example.com/products/400074
400075,Fire-Boltt Visionary,Electronics,Smartwatch,Fire-Boltt,Visionary,4399,5299,17,4.7,3001,In Stock,ShopWise Store,1 Year,Green,49 mm,AMOLED,7 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"AMOLED Display, 100+ Sports Modes, SpO2 Monitoring, Always-On Display","Fire-Boltt Visionary smartwatch featuring AMOLED Display, 100+ Sports Modes, SpO2 Monitoring, Always-On Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400075.jpg,https://example.com/products/400075
400076,Fire-Boltt Ninja Call Pro,Electronics,Smartwatch,Fire-Boltt,Ninja Call Pro,6399,10299,38,4.6,14796,In Stock,ShopWise Store,1 Year,Silver,46 mm,AMOLED,5 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"100+ Sports Modes, Women's Health Tracking, Sleep Tracking, 5ATM Water Resistance","Fire-Boltt Ninja Call Pro smartwatch featuring 100+ Sports Modes, Women's Health Tracking, Sleep Tracking, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400076.jpg,https://example.com/products/400076
400077,Samsung Galaxy Watch7,Electronics,Smartwatch,Samsung,Galaxy Watch7,54199,57199,5,4.1,5242,In Stock,ShopWise Store,1 Year,Silver,41 mm,LCD,14 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"5ATM Water Resistance, Women's Health Tracking, SpO2 Monitoring, Heart Rate Monitor","Samsung Galaxy Watch7 smartwatch featuring 5ATM Water Resistance, Women's Health Tracking, SpO2 Monitoring, Heart Rate Monitor. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400077.jpg,https://example.com/products/400077
400078,Samsung Galaxy Watch FE,Electronics,Smartwatch,Samsung,Galaxy Watch FE,32799,33699,3,4.3,23961,In Stock,ShopWise Store,1 Year,Green,46 mm,AMOLED,5 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Bluetooth Calling, Sleep Tracking, AMOLED Display, 100+ Sports Modes","Samsung Galaxy Watch FE smartwatch featuring Bluetooth Calling, Sleep Tracking, AMOLED Display, 100+ Sports Modes. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400078.jpg,https://example.com/products/400078
400079,boAt Lunar Connect,Electronics,Smartwatch,boAt,Lunar Connect,3799,7399,49,4.6,23577,In Stock,ShopWise Store,1 Year,Pink,41 mm,LCD,5 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Bluetooth Calling, Always-On Display, Sleep Tracking, SpO2 Monitoring","boAt Lunar Connect smartwatch featuring Bluetooth Calling, Always-On Display, Sleep Tracking, SpO2 Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400079.jpg,https://example.com/products/400079
400080,Garmin Forerunner 165,Electronics,Smartwatch,Garmin,Forerunner 165,46199,49599,7,4.1,17255,In Stock,ShopWise Store,1 Year,Silver,42 mm,LCD,10 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Always-On Display, 100+ Sports Modes, SpO2 Monitoring, GPS","Garmin Forerunner 165 smartwatch featuring Always-On Display, 100+ Sports Modes, SpO2 Monitoring, GPS. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400080.jpg,https://example.com/products/400080
400081,boAt Lunar Connect,Electronics,Smartwatch,boAt,Lunar Connect,5699,8099,30,4.7,12672,In Stock,ShopWise Store,1 Year,Green,49 mm,LCD,18 Hours,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Heart Rate Monitor, Always-On Display, GPS, Stress Monitoring","boAt Lunar Connect smartwatch featuring Heart Rate Monitor, Always-On Display, GPS, Stress Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400081.jpg,https://example.com/products/400081
400082,Noise ColorFit Pro 5,Electronics,Smartwatch,Noise,ColorFit Pro 5,6499,11099,41,4.7,19713,In Stock,ShopWise Store,1 Year,Green,44 mm,AMOLED,7 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"SpO2 Monitoring, Women's Health Tracking, 5ATM Water Resistance, Stress Monitoring","Noise ColorFit Pro 5 smartwatch featuring SpO2 Monitoring, Women's Health Tracking, 5ATM Water Resistance, Stress Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400082.jpg,https://example.com/products/400082
400083,Amazfit Bip 5,Electronics,Smartwatch,Amazfit,Bip 5,7399,10899,32,4.2,20852,In Stock,ShopWise Store,1 Year,Gold,44 mm,AMOLED,7 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"100+ Sports Modes, Heart Rate Monitor, Women's Health Tracking, Stress Monitoring","Amazfit Bip 5 smartwatch featuring 100+ Sports Modes, Heart Rate Monitor, Women's Health Tracking, Stress Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400083.jpg,https://example.com/products/400083
400084,Amazfit GTR Mini,Electronics,Smartwatch,Amazfit,GTR Mini,5899,6599,11,4.9,5582,In Stock,ShopWise Store,1 Year,Pink,44 mm,AMOLED,7 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Bluetooth Calling, GPS, Women's Health Tracking, Always-On Display","Amazfit GTR Mini smartwatch featuring Bluetooth Calling, GPS, Women's Health Tracking, Always-On Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400084.jpg,https://example.com/products/400084
400085,Garmin Venu 3,Electronics,Smartwatch,Garmin,Venu 3,48399,52999,9,4.7,12248,In Stock,ShopWise Store,1 Year,Black,41 mm,AMOLED,5 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Stress Monitoring, GPS, AMOLED Display, Bluetooth Calling","Garmin Venu 3 smartwatch featuring Stress Monitoring, GPS, AMOLED Display, Bluetooth Calling. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400085.jpg,https://example.com/products/400085
400086,Noise ColorFit Pro 5,Electronics,Smartwatch,Noise,ColorFit Pro 5,3899,5699,32,4.3,21205,In Stock,ShopWise Store,1 Year,Green,49 mm,AMOLED,14 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Bluetooth Calling, 100+ Sports Modes, SpO2 Monitoring, 5ATM Water Resistance","Noise ColorFit Pro 5 smartwatch featuring Bluetooth Calling, 100+ Sports Modes, SpO2 Monitoring, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400086.jpg,https://example.com/products/400086
400087,Noise ColorFit Pro 5,Electronics,Smartwatch,Noise,ColorFit Pro 5,4399,7699,43,4.3,5957,In Stock,ShopWise Store,1 Year,Pink,42 mm,LCD,14 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Bluetooth Calling, Heart Rate Monitor, Always-On Display, Women's Health Tracking","Noise ColorFit Pro 5 smartwatch featuring Bluetooth Calling, Heart Rate Monitor, Always-On Display, Women's Health Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400087.jpg,https://example.com/products/400087
400088,Fire-Boltt Invincible Plus,Electronics,Smartwatch,Fire-Boltt,Invincible Plus,4799,6199,23,4.5,10946,In Stock,ShopWise Store,1 Year,Green,44 mm,AMOLED,10 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"100+ Sports Modes, Stress Monitoring, Women's Health Tracking, SpO2 Monitoring","Fire-Boltt Invincible Plus smartwatch featuring 100+ Sports Modes, Stress Monitoring, Women's Health Tracking, SpO2 Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400088.jpg,https://example.com/products/400088
400089,Amazfit Bip 5,Electronics,Smartwatch,Amazfit,Bip 5,22199,23799,7,4.8,14226,In Stock,ShopWise Store,1 Year,Green,42 mm,AMOLED,18 Hours,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Heart Rate Monitor, AMOLED Display, SpO2 Monitoring, 100+ Sports Modes","Amazfit Bip 5 smartwatch featuring Heart Rate Monitor, AMOLED Display, SpO2 Monitoring, 100+ Sports Modes. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400089.jpg,https://example.com/products/400089
400090,Garmin Venu 3,Electronics,Smartwatch,Garmin,Venu 3,24699,29099,15,4.2,6745,In Stock,ShopWise Store,1 Year,Black,49 mm,AMOLED,5 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Heart Rate Monitor, GPS, Bluetooth Calling, Sleep Tracking","Garmin Venu 3 smartwatch featuring Heart Rate Monitor, GPS, Bluetooth Calling, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400090.jpg,https://example.com/products/400090
400091,Amazfit GTR Mini,Electronics,Smartwatch,Amazfit,GTR Mini,15599,17599,11,4.7,2422,In Stock,ShopWise Store,1 Year,Pink,42 mm,AMOLED,14 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Voice Assistant, Sleep Tracking, 5ATM Water Resistance, Bluetooth Calling","Amazfit GTR Mini smartwatch featuring Voice Assistant, Sleep Tracking, 5ATM Water Resistance, Bluetooth Calling. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400091.jpg,https://example.com/products/400091
400092,Fire-Boltt Ninja Call Pro,Electronics,Smartwatch,Fire-Boltt,Ninja Call Pro,6699,9199,27,4.5,422,In Stock,ShopWise Store,1 Year,Green,41 mm,AMOLED,7 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"SpO2 Monitoring, 100+ Sports Modes, Always-On Display, GPS","Fire-Boltt Ninja Call Pro smartwatch featuring SpO2 Monitoring, 100+ Sports Modes, Always-On Display, GPS. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400092.jpg,https://example.com/products/400092
