product_id,product_name,category,sub_category,brand,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,color,size,fit,material,sleeve_type,neck_type,pattern,occasion,purpose,care_instructions,features,description,image_url,product_url
600067,Biba Anarkali Kurta,Fashion,Kurta,Biba,3899,4199,7,4.8,13044,In Stock,ShopWise Fashion,No Warranty,White,XXL,A-Line,Viscose,Half Sleeve,Round Neck,Embroidered,Party,Office,Machine Wash,"Viscose, A-Line, Embroidered, Machine Wash",Biba Anarkali Kurta made from Viscose. Ideal for party occasions with a comfortable a-line.,https://example.com/images/women/600067.jpg,https://example.com/products/600067
600068,Levi's Denim Jacket,Fashion,Jacket,Levi's,3299,4499,27,4.0,14796,In Stock,ShopWise Fashion,No Warranty,Red,M,Slim Fit,Viscose,Half Sleeve,Round Neck,Checked,Office,Party,Machine Wash,"Viscose, Slim Fit, Checked, Machine Wash",Levi's Denim Jacket made from Viscose. Ideal for office occasions with a comfortable slim fit.,https://example.com/images/women/600068.jpg,https://example.com/products/600068
600069,Global Desi Boho Dress,Fashion,Dress,Global Desi,4099,5499,25,4.3,16960,In Stock,ShopWise Fashion,No Warranty,Red,M,Slim Fit,Polyester,Sleeveless,Square Neck,Checked,Wedding,Vacation,Machine Wash,"Polyester, Slim Fit, Checked, Machine Wash",Global Desi Boho Dress made from Polyester. Ideal for wedding occasions with a comfortable slim fit.,https://example.com/images/women/600069.jpg,https://example.com/products/600069
600070,Zara Casual Top,Fashion,Top,Zara,1499,2299,35,4.7,14733,In Stock,ShopWise Fashion,No Warranty,Maroon,XL,Relaxed Fit,Viscose,Three-Quarter,Collar,Printed,Travel,Party,Machine Wash,"Viscose, Relaxed Fit, Printed, Machine Wash",Zara Casual Top made from Viscose. Ideal for travel occasions with a comfortable relaxed fit.,https://example.com/images/women/600070.jpg,https://example.com/products/600070
600071,H&M Basic Top,Fashion,Top,H&M,1499,2799,46,4.9,746,In Stock,ShopWise Fashion,No Warranty,Yellow,XXL,Regular Fit,Cotton Blend,Half Sleeve,Round Neck,Checked,Party,Vacation,Machine Wash,"Cotton Blend, Regular Fit, Checked, Machine Wash",H&M Basic Top made from Cotton Blend. Ideal for party occasions with a comfortable regular fit.,https://example.com/images/women/600071.jpg,https://example.com/products/600071
600072,AND Formal Top,Fashion,Top,AND,2099,3299,36,4.6,2632,In Stock,ShopWise Fashion,No Warranty,Pink,S,Slim Fit,Cotton Blend,Full Sleeve,Square Neck,Checked,Travel,Daily Wear,Machine Wash,"Cotton Blend, Slim Fit, Checked, Machine Wash",AND Formal Top made from Cotton Blend. Ideal for travel occasions with a comfortable slim fit.,https://example.com/images/women/600072.jpg,https://example.com/products/600072
600073,Global Desi Printed Kurta,Fashion,Kurta,Global Desi,1199,1999,40,4.6,11182,In Stock,ShopWise Fashion,No Warranty,Yellow,XS,Straight Fit,100% Cotton,Full Sleeve,Round Neck,Floral,Office,Daily Wear,Machine Wash,"100% Cotton, Straight Fit, Floral, Machine Wash",Global Desi Printed Kurta made from 100% Cotton. Ideal for office occasions with a comfortable straight fit.,https://example.com/images/women/600073.jpg,https://example.com/products/600073
600074,FabIndia Ethnic Dress,Fashion,Dress,FabIndia,2499,2899,14,4.4,10530,In Stock,ShopWise Fashion,No Warranty,Pink,XXL,Straight Fit,Polyester,Half Sleeve,V Neck,Solid,Travel,Party,Machine Wash,"Polyester, Straight Fit, Solid, Machine Wash",FabIndia Ethnic Dress made from Polyester. Ideal for travel occasions with a comfortable straight fit.,https://example.com/images/women/600074.jpg,https://example.com/products/600074
600075,ONLY Crop Top,Fashion,Top,ONLY,2099,2299,9,4.4,11289,In Stock,ShopWise Fashion,No Warranty,Pink,M,Relaxed Fit,Cotton Blend,Three-Quarter,Round Neck,Embroidered,Party,Party,Machine Wash,"Cotton Blend, Relaxed Fit, Embroidered, Machine Wash",ONLY Crop Top made from Cotton Blend. Ideal for party occasions with a comfortable relaxed fit.,https://example.com/images/women/600075.jpg,https://example.com/products/600075
600076,ONLY Slim Fit Jeans,Fashion,Bottom Wear,ONLY,2899,3899,26,4.5,11206,In Stock,ShopWise Fashion,No Warranty,Red,L,Regular Fit,Viscose,Sleeveless,Collar,Floral,Office,College,Machine Wash,"Viscose, Regular Fit, Floral, Machine Wash",ONLY Slim Fit Jeans made from Viscose. Ideal for office occasions with a comfortable regular fit.,https://example.com/images/women/600076.jpg,https://example.com/products/600076
600077,W Ethnic Set,Fashion,Top,W,1399,1599,13,4.4,13854,In Stock,ShopWise Fashion,No Warranty,Maroon,M,Regular Fit,Rayon,Half Sleeve,V Neck,Printed,Office,Daily Wear,Machine Wash,"Rayon, Regular Fit, Printed, Machine Wash",W Ethnic Set made from Rayon. Ideal for office occasions with a comfortable regular fit.,https://example.com/images/women/600077.jpg,https://example.com/products/600077
600078,Biba Kurta,Fashion,Kurta,Biba,3199,4199,24,4.2,2071,In Stock,ShopWise Fashion,No Warranty,Yellow,M,Straight Fit,Linen,Three-Quarter,Collar,Solid,Wedding,Vacation,Machine Wash,"Linen, Straight Fit, Solid, Machine Wash",Biba Kurta made from Linen. Ideal for wedding occasions with a comfortable straight fit.,https://example.com/images/women/600078.jpg,https://example.com/products/600078
600079,Zara Floral Dress,Fashion,Dress,Zara,3799,4199,10,4.9,482,In Stock,ShopWise Fashion,No Warranty,Maroon,XXL,Slim Fit,Linen,Three-Quarter,Collar,Embroidered,Casual,Office,Machine Wash,"Linen, Slim Fit, Embroidered, Machine Wash",Zara Floral Dress made from Linen. Ideal for casual occasions with a comfortable slim fit.,https://example.com/images/women/600079.jpg,https://example.com/products/600079
600080,Global Desi Fusion Top,Fashion,Top,Global Desi,1999,2999,33,4.8,15033,In Stock,ShopWise Fashion,No Warranty,White,XXL,Straight Fit,Rayon,Half Sleeve,Round Neck,Solid,Party,Party,Machine Wash,"Rayon, Straight Fit, Solid, Machine Wash",Global Desi Fusion Top made from Rayon. Ideal for party occasions with a comfortable straight fit.,https://example.com/images/women/600080.jpg,https://example.com/products/600080
600081,Zara Floral Dress,Fashion,Dress,Zara,3799,5099,25,4.0,1202,In Stock,ShopWise Fashion,No Warranty,Maroon,XL,Slim Fit,Linen,Sleeveless,Square Neck,Printed,Party,Office,Machine Wash,"Linen, Slim Fit, Printed, Machine Wash",Zara Floral Dress made from Linen. Ideal for party occasions with a comfortable slim fit.,https://example.com/images/women/600081.jpg,https://example.com/products/600081
600082,ONLY Slim Fit Jeans,Fashion,Bottom Wear,ONLY,3199,3999,20,4.5,14556,In Stock,ShopWise Fashion,No Warranty,Lavender,M,Straight Fit,Cotton Blend,Full Sleeve,Collar,Printed,Wedding,Daily Wear,Machine Wash,"Cotton Blend, Straight Fit, Printed, Machine Wash",ONLY Slim Fit Jeans made from Cotton Blend. Ideal for wedding occasions with a comfortable straight fit.,https://example.com/images/women/600082.jpg,https://example.com/products/600082
600083,H&M Summer Dress,Fashion,Dress,H&M,1499,2899,48,4.8,3564,In Stock,ShopWise Fashion,No Warranty,Red,XXL,Slim Fit,100% Cotton,Half Sleeve,Square Neck,Printed,Festive,Office,Machine Wash,"100% Cotton, Slim Fit, Printed, Machine Wash",H&M Summer Dress made from 100% Cotton. Ideal for festive occasions with a comfortable slim fit.,https://example.com/images/women/600083.jpg,https://example.com/products/600083
600084,FabIndia Cotton Kurta,Fashion,Kurta,FabIndia,2399,3599,33,4.1,7639,In Stock,ShopWise Fashion,No Warranty,Lavender,XS,A-Line,Cotton Blend,Three-Quarter,Collar,Embroidered,Wedding,College,Machine Wash,"Cotton Blend, A-Line, Embroidered, Machine Wash",FabIndia Cotton Kurta made from Cotton Blend. Ideal for wedding occasions with a comfortable a-line.,https://example.com/images/women/600084.jpg,https://example.com/products/600084
600085,FabIndia Handloom Top,Fashion,Top,FabIndia,1899,2899,34,4.4,11330,In Stock,ShopWise Fashion,No Warranty,Pink,M,Regular Fit,Viscose,Sleeveless,V Neck,Checked,Wedding,Vacation,Machine Wash,"Viscose, Regular Fit, Checked, Machine Wash",FabIndia Handloom Top made from Viscose. Ideal for wedding occasions with a comfortable regular fit.,https://example.com/images/women/600085.jpg,https://example.com/products/600085
600086,Biba Kurta Set,Fashion,Kurta,Biba,1399,2099,33,4.2,13945,In Stock,ShopWise Fashion,No Warranty,Beige,L,Slim Fit,Polyester,Full Sleeve,V Neck,Solid,Party,Office,Machine Wash,"Polyester, Slim Fit, Solid, Machine Wash",Biba Kurta Set made from Polyester. Ideal for party occasions with a comfortable slim fit.,https://example.com/images/women/600086.jpg,https://example.com/products/600086
600087,W Printed Kurta,Fashion,Kurta,W,3499,4199,17,4.4,13320,In Stock,ShopWise Fashion,No Warranty,Maroon,L,Straight Fit,Rayon,Half Sleeve,Collar,Floral,Casual,Party,Machine Wash,"Rayon, Straight Fit, Floral, Machine Wash",W Printed Kurta made from Rayon. Ideal for casual occasions with a comfortable straight fit.,https://example.com/images/women/600087.jpg,https://example.com/products/600087
600088,ONLY Slim Fit Jeans,Fashion,Bottom Wear,ONLY,2599,3499,26,4.4,13980,In Stock,ShopWise Fashion,No Warranty,White,M,Relaxed Fit,100% Cotton,Full Sleeve,V Neck,Solid,Festive,College,Machine Wash,"100% Cotton, Relaxed Fit, Solid, Machine Wash",ONLY Slim Fit Jeans made from 100% Cotton. Ideal for festive occasions with a comfortable relaxed fit.,https://example.com/images/women/600088.jpg,https://example.com/products/600088
600089,Zara Linen Shirt,Fashion,Top,Zara,1699,2099,19,4.7,13504,In Stock,ShopWise Fashion,No Warranty,Beige,XL,Straight Fit,Viscose,Three-Quarter,V Neck,Checked,Office,Vacation,Machine Wash,"Viscose, Straight Fit, Checked, Machine Wash",Zara Linen Shirt made from Viscose. Ideal for office occasions with a comfortable straight fit.,https://example.com/images/women/600089.jpg,https://example.com/products/600089
600090,H&M Printed T-Shirt,Fashion,Top,H&M,2099,2999,30,4.7,10287,In Stock,ShopWise Fashion,No Warranty,Maroon,XL,A-Line,Polyester,Three-Quarter,V Neck,Checked,Wedding,College,Machine Wash,"Polyester, A-Line, Checked, Machine Wash",H&M Printed T-Shirt made from Polyester. Ideal for wedding occasions with a comfortable a-line.,https://example.com/images/women/600090.jpg,https://example.com/products/600090
600091,W Printed Kurta,Fashion,Kurta,W,1599,2199,27,4.8,3239,In Stock,ShopWise Fashion,No Warranty,Lavender,L,Regular Fit,Polyester,Half Sleeve,Square Neck,Printed,Casual,Vacation,Machine Wash,"Polyester, Regular Fit, Printed, Machine Wash",W Printed Kurta made from Polyester. Ideal for casual occasions with a comfortable regular fit.,https://example.com/images/women/600091.jpg,https://example.com/products/600091
600092,Vero Moda Casual Shirt,Fashion,Top,Vero Moda,999,1299,23,4.9,14199,In Stock,ShopWise Fashion,No Warranty,Blue,L,Slim Fit,Viscose,Full Sleeve,Round Neck,Embroidered,Casual,Vacation,Machine Wash,"Viscose, Slim Fit, Embroidered, Machine Wash",Vero Moda Casual Shirt made from Viscose. Ideal for casual occasions with a comfortable slim fit.,https://example.com/images/women/600092.jpg,https://example.com/products/600092
600093,Global Desi Boho Dress,Fashion,Dress,Global Desi,4899,6099,20,4.0,14828,In Stock,ShopWise Fashion,No Warranty,Red,XXL,A-Line,Polyester,Sleeveless,V Neck,Solid,Casual,Vacation,Machine Wash,"Polyester, A-Line, Solid, Machine Wash",Global Desi Boho Dress made from Polyester. Ideal for casual occasions with a comfortable a-line.,https://example.com/images/women/600093.jpg,https://example.com/products/600093
600094,ONLY Slim Fit Jeans,Fashion,Bottom Wear,ONLY,2199,3399,35,4.8,17515,In Stock,ShopWise Fashion,No Warranty,Green,M,Straight Fit,Polyester,Three-Quarter,V Neck,Solid,Casual,Vacation,Machine Wash,"Polyester, Straight Fit, Solid, Machine Wash",ONLY Slim Fit Jeans made from Polyester. Ideal for casual occasions with a comfortable straight fit.,https://example.com/images/women/600094.jpg,https://example.com/products/600094
600095,Global Desi Boho Dress,Fashion,Dress,Global Desi,1899,2499,24,4.7,12936,In Stock,ShopWise Fashion,No Warranty,Black,S,Slim Fit,Cotton Blend,Sleeveless,Square Neck,Printed,Casual,Party,Machine Wash,"Cotton Blend, Slim Fit, Printed, Machine Wash",Global Desi Boho Dress made from Cotton Blend. Ideal for casual occasions with a comfortable slim fit.,https://example.com/images/women/600095.jpg,https://example.com/products/600095
600096,AND Office Dress,Fashion,Dress,AND,3499,4399,20,4.4,7767,In Stock,ShopWise Fashion,No Warranty,Black,S,A-Line,Cotton Blend,Half Sleeve,V Neck,Solid,Wedding,Party,Machine Wash,"Cotton Blend, A-Line, Solid, Machine Wash",AND Office Dress made from Cotton Blend. Ideal for wedding occasions with a comfortable a-line.,https://example.com/images/women/600096.jpg,https://example.com/products/600096
600097,W Straight Kurta,Fashion,Kurta,W,3799,4999,24,4.6,7104,In Stock,ShopWise Fashion,No Warranty,Blue,XL,Regular Fit,100% Cotton,Half Sleeve,Collar,Printed,Casual,Daily Wear,Machine Wash,"100% Cotton, Regular Fit, Printed, Machine Wash",W Straight Kurta made from 100% Cotton. Ideal for casual occasions with a comfortable regular fit.,https://example.com/images/women/600097.jpg,https://example.com/products/600097
600098,Zara Casual Top,Fashion,Top,Zara,999,1499,33,4.9,8439,In Stock,ShopWise Fashion,No Warranty,Lavender,XL,A-Line,Cotton Blend,Three-Quarter,V Neck,Printed,Office,Vacation,Machine Wash,"Cotton Blend, A-Line, Printed, Machine Wash",Zara Casual Top made from Cotton Blend. Ideal for office occasions with a comfortable a-line.,https://example.com/images/women/600098.jpg,https://example.com/products/600098
600099,Zara Casual Top,Fashion,Top,Zara,2299,3099,26,5.0,10249,In Stock,ShopWise Fashion,No Warranty,Green,M,A-Line,Cotton Blend,Half Sleeve,Round Neck,Floral,Party,Vacation,Machine Wash,"Cotton Blend, A-Line, Floral, Machine Wash",Zara Casual Top made from Cotton Blend. Ideal for party occasions with a comfortable a-line.,https://example.com/images/women/600099.jpg,https://example.com/products/600099
600100,FabIndia Handloom Top,Fashion,Top,FabIndia,999,1699,41,4.9,11180,In Stock,ShopWise Fashion,No Warranty,White,XXL,Slim Fit,Cotton Blend,Half Sleeve,Collar,Solid,Office,Office,Machine Wash,"Cotton Blend, Slim Fit, Solid, Machine Wash",FabIndia Handloom Top made from Cotton Blend. Ideal for office occasions with a comfortable slim fit.,https://example.com/images/women/600100.jpg,https://example.com/products/600100
600101,Global Desi Boho Dress,Fashion,Dress,Global Desi,3999,4799,17,4.1,4508,In Stock,ShopWise Fashion,No Warranty,Green,M,Relaxed Fit,Rayon,Full Sleeve,Collar,Printed,Office,Daily Wear,Machine Wash,"Rayon, Relaxed Fit, Printed, Machine Wash",Global Desi Boho Dress made from Rayon. Ideal for office occasions with a comfortable relaxed fit.,https://example.com/images/women/600101.jpg,https://example.com/products/600101
600102,Levi's Denim Jacket,Fashion,Jacket,Levi's,5399,6499,17,4.9,14980,In Stock,ShopWise Fashion,No Warranty,Black,XL,Relaxed Fit,Polyester,Three-Quarter,Round Neck,Floral,Office,College,Machine Wash,"Polyester, Relaxed Fit, Floral, Machine Wash",Levi's Denim Jacket made from Polyester. Ideal for office occasions with a comfortable relaxed fit.,https://example.com/images/women/600102.jpg,https://example.com/products/600102
600103,Global Desi Printed Kurta,Fashion,Kurta,Global Desi,1999,2999,33,4.7,7548,In Stock,ShopWise Fashion,No Warranty,Lavender,XL,Slim Fit,Polyester,Full Sleeve,Collar,Printed,Travel,Vacation,Machine Wash,"Polyester, Slim Fit, Printed, Machine Wash",Global Desi Printed Kurta made from Polyester. Ideal for travel occasions with a comfortable slim fit.,https://example.com/images/women/600103.jpg,https://example.com/products/600103
600104,AND Office Dress,Fashion,Dress,AND,2499,3299,24,4.2,1953,In Stock,ShopWise Fashion,No Warranty,Beige,XS,Straight Fit,100% Cotton,Sleeveless,V Neck,Printed,Festive,College,Machine Wash,"100% Cotton, Straight Fit, Printed, Machine Wash",AND Office Dress made from 100% Cotton. Ideal for festive occasions with a comfortable straight fit.,https://example.com/images/women/600104.jpg,https://example.com/products/600104
600105,AND Office Dress,Fashion,Dress,AND,3399,3999,15,4.6,14813,In Stock,ShopWise Fashion,No Warranty,Black,XS,A-Line,Polyester,Sleeveless,Collar,Printed,Festive,Office,Machine Wash,"Polyester, A-Line, Printed, Machine Wash",AND Office Dress made from Polyester. Ideal for festive occasions with a comfortable a-line.,https://example.com/images/women/600105.jpg,https://example.com/products/600105
600106,Global Desi Printed Kurta,Fashion,Kurta,Global Desi,1499,2099,29,4.2,1569,In Stock,ShopWise Fashion,No Warranty,Green,XXL,Straight Fit,100% Cotton,Sleeveless,Round Neck,Solid,Festive,Party,Machine Wash,"100% Cotton, Straight Fit, Solid, Machine Wash",Global Desi Printed Kurta made from 100% Cotton. Ideal for festive occasions with a comfortable straight fit.,https://example.com/images/women/600106.jpg,https://example.com/products/600106
600107,Levi's Denim Jacket,Fashion,Jacket,Levi's,4699,5199,10,4.3,6640,In Stock,ShopWise Fashion,No Warranty,White,S,Regular Fit,100% Cotton,Half Sleeve,Collar,Printed,Party,Party,Machine Wash,"100% Cotton, Regular Fit, Printed, Machine Wash",Levi's Denim Jacket made from 100% Cotton. Ideal for party occasions with a comfortable regular fit.,https://example.com/images/women/600107.jpg,https://example.com/products/600107
600108,Levi's Women's Jeans,Fashion,Bottom Wear,Levi's,2899,4099,29,4.7,11946,In Stock,ShopWise Fashion,No Warranty,White,XXL,Relaxed Fit,Rayon,Sleeveless,Square Neck,Checked,Party,College,Machine Wash,"Rayon, Relaxed Fit, Checked, Machine Wash",Levi's Women's Jeans made from Rayon. Ideal for party occasions with a comfortable relaxed fit.,https://example.com/images/women/600108.jpg,https://example.com/products/600108
600109,H&M Summer Dress,Fashion,Dress,H&M,4599,5799,21,4.3,4422,In Stock,ShopWise Fashion,No Warranty,Green,L,Straight Fit,Rayon,Sleeveless,V Neck,Checked,Travel,Party,Machine Wash,"Rayon, Straight Fit, Checked, Machine Wash",H&M Summer Dress made from Rayon. Ideal for travel occasions with a comfortable straight fit.,https://example.com/images/women/600109.jpg,https://example.com/products/600109
600110,ONLY Midi Dress,Fashion,Dress,ONLY,2599,3199,19,4.8,6294,In Stock,ShopWise Fashion,No Warranty,Blue,S,Relaxed Fit,Viscose,Three-Quarter,Square Neck,Solid,Casual,Office,Machine Wash,"Viscose, Relaxed Fit, Solid, Machine Wash",ONLY Midi Dress made from Viscose. Ideal for casual occasions with a comfortable relaxed fit.,https://example.com/images/women/600110.jpg,https://example.com/products/600110
600111,H&M Summer Dress,Fashion,Dress,H&M,4699,5399,13,4.1,2938,In Stock,ShopWise Fashion,No Warranty,Pink,XS,Slim Fit,Polyester,Sleeveless,Round Neck,Printed,Party,Daily Wear,Machine Wash,"Polyester, Slim Fit, Printed, Machine Wash",H&M Summer Dress made from Polyester. Ideal for party occasions with a comfortable slim fit.,https://example.com/images/women/600111.jpg,https://example.com/products/600111
600112,ONLY Casual Top,Fashion,Top,ONLY,699,1399,50,4.3,17330,In Stock,ShopWise Fashion,No Warranty,Pink,XS,Relaxed Fit,Polyester,Three-Quarter,Square Neck,Embroidered,Travel,Vacation,Machine Wash,"Polyester, Relaxed Fit, Embroidered, Machine Wash",ONLY Casual Top made from Polyester. Ideal for travel occasions with a comfortable relaxed fit.,https://example.com/images/women/600112.jpg,https://example.com/products/600112
600113,Biba Anarkali Kurta,Fashion,Kurta,Biba,2599,3799,32,4.2,10604,In Stock,ShopWise Fashion,No Warranty,Pink,XS,A-Line,Viscose,Sleeveless,Square Neck,Checked,Festive,Daily Wear,Machine Wash,"Viscose, A-Line, Checked, Machine Wash",Biba Anarkali Kurta made from Viscose. Ideal for festive occasions with a comfortable a-line.,https://example.com/images/women/600113.jpg,https://example.com/products/600113
600114,Zara Floral Dress,Fashion,Dress,Zara,3699,3899,5,4.9,14512,In Stock,ShopWise Fashion,No Warranty,Pink,XXL,Slim Fit,Viscose,Half Sleeve,Collar,Checked,Festive,Party,Machine Wash,"Viscose, Slim Fit, Checked, Machine Wash",Zara Floral Dress made from Viscose. Ideal for festive occasions with a comfortable slim fit.,https://example.com/images/women/600114.jpg,https://example.com/products/600114
600115,Biba Anarkali Kurta,Fashion,Kurta,Biba,3399,3599,6,5.0,5121,In Stock,ShopWise Fashion,No Warranty,Green,XL,Slim Fit,Linen,Sleeveless,Round Neck,Embroidered,Casual,Party,Machine Wash,"Linen, Slim Fit, Embroidered, Machine Wash",Biba Anarkali Kurta made from Linen. Ideal for casual occasions with a comfortable slim fit.,https://example.com/images/women/600115.jpg,https://example.com/products/600115
600116,Levi's Denim Jacket,Fashion,Jacket,Levi's,5399,5899,8,4.0,878,In Stock,ShopWise Fashion,No Warranty,White,S,Relaxed Fit,Viscose,Half Sleeve,Collar,Solid,Casual,College,Machine Wash,"Viscose, Relaxed Fit, Solid, Machine Wash",Levi's Denim Jacket made from Viscose. Ideal for casual occasions with a comfortable relaxed fit.,https://example.com/images/women/600116.jpg,https://example.com/products/600116
600117,Global Desi Fusion Top,Fashion,Top,Global Desi,2199,3599,39,4.9,16457,In Stock,ShopWise Fashion,No Warranty,Lavender,XL,Straight Fit,Cotton Blend,Full Sleeve,Collar,Solid,Party,Party,Machine Wash,"Cotton Blend, Straight Fit, Solid, Machine Wash",Global Desi Fusion Top made from Cotton Blend. Ideal for party occasions with a comfortable straight fit.,https://example.com/images/women/600117.jpg,https://example.com/products/600117
600118,Zara Maxi Dress,Fashion,Dress,Zara,3499,3899,10,4.3,6918,In Stock,ShopWise Fashion,No Warranty,Blue,XS,A-Line,Rayon,Full Sleeve,Collar,Solid,Wedding,Party,Machine Wash,"Rayon, A-Line, Solid, Machine Wash",Zara Maxi Dress made from Rayon. Ideal for wedding occasions with a comfortable a-line.,https://example.com/images/women/600118.jpg,https://example.com/products/600118
600119,Vero Moda Casual Shirt,Fashion,Top,Vero Moda,1599,2999,47,4.7,3820,In Stock,ShopWise Fashion,No Warranty,Maroon,S,A-Line,Rayon,Half Sleeve,Square Neck,Printed,Office,Office,Machine Wash,"Rayon, A-Line, Printed, Machine Wash",Vero Moda Casual Shirt made from Rayon. Ideal for office occasions with a comfortable a-line.,https://example.com/images/women/600119.jpg,https://example.com/products/600119
600120,AND Trousers,Fashion,Bottom Wear,AND,1999,3399,41,4.6,10016,In Stock,ShopWise Fashion,No Warranty,Maroon,XS,A-Line,Viscose,Three-Quarter,Collar,Checked,Party,Office,Machine Wash,"Viscose, A-Line, Checked, Machine Wash",AND Trousers made from Viscose. Ideal for party occasions with a comfortable a-line.,https://example.com/images/women/600120.jpg,https://example.com/products/600120
600121,Biba Kurta,Fashion,Kurta,Biba,2899,3399,15,4.5,14320,In Stock,ShopWise Fashion,No Warranty,Black,L,Relaxed Fit,Linen,Half Sleeve,Square Neck,Solid,Casual,Daily Wear,Machine Wash,"Linen, Relaxed Fit, Solid, Machine Wash",Biba Kurta made from Linen. Ideal for casual occasions with a comfortable relaxed fit.,https://example.com/images/women/600121.jpg,https://example.com/products/600121
600122,W Printed Kurta,Fashion,Kurta,W,2299,3399,32,4.4,11489,In Stock,ShopWise Fashion,No Warranty,Maroon,XXL,Straight Fit,Rayon,Three-Quarter,V Neck,Printed,Casual,College,Machine Wash,"Rayon, Straight Fit, Printed, Machine Wash",W Printed Kurta made from Rayon. Ideal for casual occasions with a comfortable straight fit.,https://example.com/images/women/600122.jpg,https://example.com/products/600122
600123,AND Formal Top,Fashion,Top,AND,1499,1799,17,4.3,4712,In Stock,ShopWise Fashion,No Warranty,Red,M,A-Line,Cotton Blend,Sleeveless,Round Neck,Checked,Wedding,Daily Wear,Machine Wash,"Cotton Blend, A-Line, Checked, Machine Wash",AND Formal Top made from Cotton Blend. Ideal for wedding occasions with a comfortable a-line.,https://example.com/images/women/600123.jpg,https://example.com/products/600123
600124,AND Trousers,Fashion,Bottom Wear,AND,1599,2299,30,4.6,12636,In Stock,ShopWise Fashion,No Warranty,Black,S,Regular Fit,Cotton Blend,Full Sleeve,Collar,Solid,Office,Daily Wear,Machine Wash,"Cotton Blend, Regular Fit, Solid, Machine Wash",AND Trousers made from Cotton Blend. Ideal for office occasions with a comfortable regular fit.,https://example.com/images/women/600124.jpg,https://example.com/products/600124
600125,FabIndia Ethnic Dress,Fashion,Dress,FabIndia,1299,1999,35,4.5,3334,In Stock,ShopWise Fashion,No Warranty,Pink,XL,Regular Fit,100% Cotton,Three-Quarter,Collar,Checked,Wedding,Party,Machine Wash,"100% Cotton, Regular Fit, Checked, Machine Wash",FabIndia Ethnic Dress made from 100% Cotton. Ideal for wedding occasions with a comfortable regular fit.,https://example.com/images/women/600125.jpg,https://example.com/products/600125
600126,Vero Moda Elegant Dress,Fashion,Dress,Vero Moda,4499,4799,6,4.6,12848,In Stock,ShopWise Fashion,No Warranty,Yellow,XL,Relaxed Fit,Rayon,Half Sleeve,Round Neck,Embroidered,Wedding,College,Machine Wash,"Rayon, Relaxed Fit, Embroidered, Machine Wash",Vero Moda Elegant Dress made from Rayon. Ideal for wedding occasions with a comfortable relaxed fit.,https://example.com/images/women/600126.jpg,https://example.com/products/600126
600127,ONLY Casual Top,Fashion,Top,ONLY,1499,2299,35,4.0,6557,In Stock,ShopWise Fashion,No Warranty,Green,S,Straight Fit,Viscose,Half Sleeve,V Neck,Printed,Party,Party,Machine Wash,"Viscose, Straight Fit, Printed, Machine Wash",ONLY Casual Top made from Viscose. Ideal for party occasions with a comfortable straight fit.,https://example.com/images/women/600127.jpg,https://example.com/products/600127
600128,Vero Moda Skirt,Fashion,Top,Vero Moda,1599,1899,16,4.7,14049,In Stock,ShopWise Fashion,No Warranty,Black,S,A-Line,Polyester,Sleeveless,Square Neck,Checked,Festive,College,Machine Wash,"Polyester, A-Line, Checked, Machine Wash",Vero Moda Skirt made from Polyester. Ideal for festive occasions with a comfortable a-line.,https://example.com/images/women/600128.jpg,https://example.com/products/600128
600129,Biba Anarkali Kurta,Fashion,Kurta,Biba,2499,3099,19,4.4,15969,In Stock,ShopWise Fashion,No Warranty,Yellow,XL,Regular Fit,Polyester,Half Sleeve,Square Neck,Solid,Casual,College,Machine Wash,"Polyester, Regular Fit, Solid, Machine Wash",Biba Anarkali Kurta made from Polyester. Ideal for casual occasions with a comfortable regular fit.,https://example.com/images/women/600129.jpg,https://example.com/products/600129
600130,Biba Kurta Set,Fashion,Kurta,Biba,2699,3099,13,4.9,395,In Stock,ShopWise Fashion,No Warranty,Lavender,XS,Straight Fit,Polyester,Full Sleeve,V Neck,Embroidered,Party,Vacation,Machine Wash,"Polyester, Straight Fit, Embroidered, Machine Wash",Biba Kurta Set made from Polyester. Ideal for party occasions with a comfortable straight fit.,https://example.com/images/women/600130.jpg,https://example.com/products/600130
600131,H&M Oversized Shirt,Fashion,Top,H&M,1599,2599,38,4.1,4299,In Stock,ShopWise Fashion,No Warranty,Lavender,S,Slim Fit,Rayon,Half Sleeve,Round Neck,Floral,Festive,Daily Wear,Machine Wash,"Rayon, Slim Fit, Floral, Machine Wash",H&M Oversized Shirt made from Rayon. Ideal for festive occasions with a comfortable slim fit.,https://example.com/images/women/600131.jpg,https://example.com/products/600131
600132,FabIndia Handloom Top,Fashion,Top,FabIndia,1399,1699,18,4.3,14501,In Stock,ShopWise Fashion,No Warranty,Beige,XL,A-Line,Linen,Half Sleeve,Collar,Checked,Casual,Vacation,Machine Wash,"Linen, A-Line, Checked, Machine Wash",FabIndia Handloom Top made from Linen. Ideal for casual occasions with a comfortable a-line.,https://example.com/images/women/600132.jpg,https://example.com/products/600132
