product_id,product_name,category,sub_category,brand,model,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,color,battery_life,bluetooth_version,water_resistance,noise_cancellation,features,description,purpose,image_url,product_url
300054,Noise Buds VS104,Electronics,Earbuds,Noise,Buds VS104,4399,5899,25,5.0,1128,In Stock,ShopWise Store,1 Year,Black,50 Hours,Bluetooth 5.4,IPX5,Hybrid ANC,"Fast Charging, Bluetooth 5.3, Dual Device Pairing, Touch Controls","Noise Buds VS104 true wireless earbuds featuring Fast Charging, Bluetooth 5.3, Dual Device Pairing, Touch Controls. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300054.jpg,https://example.com/products/300054
300055,JBL Tune Buds,Electronics,Earbuds,JBL,Tune Buds,10099,12499,19,4.2,13013,In Stock,ShopWise Store,1 Year,Purple,30 Hours,Bluetooth 5.3,IPX4,ANC,"ANC, Bluetooth 5.4, IPX5 Water Resistant, Fast Charging","JBL Tune Buds true wireless earbuds featuring ANC, Bluetooth 5.4, IPX5 Water Resistant, Fast Charging. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300055.jpg,https://example.com/products/300055
300056,Realme Buds T310,Electronics,Earbuds,Realme,Buds T310,1999,3199,38,4.1,4443,In Stock,ShopWise Store,1 Year,White,36 Hours,Bluetooth 5.4,IPX4,ANC,"Bluetooth 5.3, Dual Device Pairing, Touch Controls, Fast Charging","Realme Buds T310 true wireless earbuds featuring Bluetooth 5.3, Dual Device Pairing, Touch Controls, Fast Charging. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300056.jpg,https://example.com/products/300056
300057,Noise Buds Combat X,Electronics,Earbuds,Noise,Buds Combat X,4699,6399,27,4.2,13317,In Stock,ShopWise Store,1 Year,White,45 Hours,Bluetooth 5.3,IPX7,ENC,"Bluetooth 5.4, Fast Charging, IPX5 Water Resistant, Bluetooth 5.3","Noise Buds Combat X true wireless earbuds featuring Bluetooth 5.4, Fast Charging, IPX5 Water Resistant, Bluetooth 5.3. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300057.jpg,https://example.com/products/300057
300058,boAt Airdopes 170,Electronics,Earbuds,boAt,Airdopes 170,1799,3699,51,4.4,17973,In Stock,ShopWise Store,1 Year,Green,36 Hours,Bluetooth 5.4,IPX5,ANC,"Transparency Mode, Bluetooth 5.3, ENC, Dual Device Pairing","boAt Airdopes 170 true wireless earbuds featuring Transparency Mode, Bluetooth 5.3, ENC, Dual Device Pairing. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300058.jpg,https://example.com/products/300058
300059,Sony WF-C700N,Electronics,Earbuds,Sony,WF-C700N,10399,11199,7,4.0,1646,In Stock,ShopWise Store,1 Year,Black,36 Hours,Bluetooth 5.4,IPX7,ANC,"Dual Device Pairing, Fast Charging, Transparency Mode, IPX5 Water Resistant","Sony WF-C700N true wireless earbuds featuring Dual Device Pairing, Fast Charging, Transparency Mode, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300059.jpg,https://example.com/products/300059
300060,boAt Airdopes 170,Electronics,Earbuds,boAt,Airdopes 170,1899,3499,46,4.2,12992,In Stock,ShopWise Store,1 Year,White,30 Hours,Bluetooth 5.4,IPX5,ANC,"Touch Controls, ANC, ENC, Low Latency Mode","boAt Airdopes 170 true wireless earbuds featuring Touch Controls, ANC, ENC, Low Latency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300060.jpg,https://example.com/products/300060
300061,JBL Tune Buds,Electronics,Earbuds,JBL,Tune Buds,7599,9799,22,4.5,4489,In Stock,ShopWise Store,1 Year,Blue,45 Hours,Bluetooth 5.4,IPX5,ANC,"IPX5 Water Resistant, Fast Charging, ANC, ENC","JBL Tune Buds true wireless earbuds featuring IPX5 Water Resistant, Fast Charging, ANC, ENC. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300061.jpg,https://example.com/products/300061
300062,Sony WF-C700N,Electronics,Earbuds,Sony,WF-C700N,20899,23399,11,4.3,5810,In Stock,ShopWise Store,1 Year,Blue,30 Hours,Bluetooth 5.3,IPX5,ENC,"ANC, Bluetooth 5.4, IPX5 Water Resistant, Transparency Mode","Sony WF-C700N true wireless earbuds featuring ANC, Bluetooth 5.4, IPX5 Water Resistant, Transparency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300062.jpg,https://example.com/products/300062
300063,Realme Buds T310,Electronics,Earbuds,Realme,Buds T310,6899,9499,27,4.7,1606,In Stock,ShopWise Store,1 Year,Purple,36 Hours,Bluetooth 5.3,IPX4,ENC,"Fast Charging, ANC, Bluetooth 5.3, Transparency Mode","Realme Buds T310 true wireless earbuds featuring Fast Charging, ANC, Bluetooth 5.3, Transparency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300063.jpg,https://example.com/products/300063
300064,JBL Wave Beam,Electronics,Earbuds,JBL,Wave Beam,12899,14299,10,4.9,16223,In Stock,ShopWise Store,1 Year,Purple,50 Hours,Bluetooth 5.3,IPX4,ANC,"ANC, Dual Device Pairing, IPX5 Water Resistant, Bluetooth 5.4","JBL Wave Beam true wireless earbuds featuring ANC, Dual Device Pairing, IPX5 Water Resistant, Bluetooth 5.4. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300064.jpg,https://example.com/products/300064
300065,Noise Air Buds Pro,Electronics,Earbuds,Noise,Air Buds Pro,4399,7199,39,4.4,13963,In Stock,ShopWise Store,1 Year,White,45 Hours,Bluetooth 5.4,IPX5,ANC,"Fast Charging, Bluetooth 5.4, Dual Device Pairing, Low Latency Mode","Noise Air Buds Pro true wireless earbuds featuring Fast Charging, Bluetooth 5.4, Dual Device Pairing, Low Latency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300065.jpg,https://example.com/products/300065
300066,Noise Air Buds Pro,Electronics,Earbuds,Noise,Air Buds Pro,1299,2199,41,4.4,6332,In Stock,ShopWise Store,1 Year,White,45 Hours,Bluetooth 5.4,IPX5,Hybrid ANC,"Fast Charging, Low Latency Mode, Transparency Mode, ENC","Noise Air Buds Pro true wireless earbuds featuring Fast Charging, Low Latency Mode, Transparency Mode, ENC. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300066.jpg,https://example.com/products/300066
300067,OnePlus Buds Pro 3,Electronics,Earbuds,OnePlus,Buds Pro 3,3499,5499,36,4.6,17565,In Stock,ShopWise Store,1 Year,Black,50 Hours,Bluetooth 5.3,IPX7,Hybrid ANC,"Dual Device Pairing, ENC, Low Latency Mode, Bluetooth 5.4","OnePlus Buds Pro 3 true wireless earbuds featuring Dual Device Pairing, ENC, Low Latency Mode, Bluetooth 5.4. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300067.jpg,https://example.com/products/300067
300068,Realme Buds T310,Electronics,Earbuds,Realme,Buds T310,2299,3399,32,4.2,19869,In Stock,ShopWise Store,1 Year,Blue,45 Hours,Bluetooth 5.4,IPX5,ENC,"Fast Charging, Low Latency Mode, Touch Controls, Dual Device Pairing","Realme Buds T310 true wireless earbuds featuring Fast Charging, Low Latency Mode, Touch Controls, Dual Device Pairing. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300068.jpg,https://example.com/products/300068
300069,Nothing Ear (a),Electronics,Earbuds,Nothing,Ear (a),7399,7899,6,4.8,9052,In Stock,ShopWise Store,1 Year,Purple,40 Hours,Bluetooth 5.4,IPX4,ENC,"Low Latency Mode, Touch Controls, ANC, ENC","Nothing Ear (a) true wireless earbuds featuring Low Latency Mode, Touch Controls, ANC, ENC. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300069.jpg,https://example.com/products/300069
300070,JBL Tune Buds,Electronics,Earbuds,JBL,Tune Buds,13599,14899,9,4.8,5274,In Stock,ShopWise Store,1 Year,White,50 Hours,Bluetooth 5.4,IPX5,Hybrid ANC,"Low Latency Mode, Dual Device Pairing, Fast Charging, Bluetooth 5.3","JBL Tune Buds true wireless earbuds featuring Low Latency Mode, Dual Device Pairing, Fast Charging, Bluetooth 5.3. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300070.jpg,https://example.com/products/300070
300071,Realme Buds T310,Electronics,Earbuds,Realme,Buds T310,5299,7799,32,4.6,18448,In Stock,ShopWise Store,1 Year,White,36 Hours,Bluetooth 5.4,IPX4,Hybrid ANC,"Low Latency Mode, Fast Charging, Bluetooth 5.3, IPX5 Water Resistant","Realme Buds T310 true wireless earbuds featuring Low Latency Mode, Fast Charging, Bluetooth 5.3, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300071.jpg,https://example.com/products/300071
300072,Nothing Ear (a),Electronics,Earbuds,Nothing,Ear (a),14599,16099,9,4.4,14285,In Stock,ShopWise Store,1 Year,Blue,45 Hours,Bluetooth 5.3,IPX5,Hybrid ANC,"Fast Charging, ENC, ANC, IPX5 Water Resistant","Nothing Ear (a) true wireless earbuds featuring Fast Charging, ENC, ANC, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300072.jpg,https://example.com/products/300072
300073,JBL Tune Buds,Electronics,Earbuds,JBL,Tune Buds,4799,5399,11,4.4,4433,In Stock,ShopWise Store,1 Year,Purple,40 Hours,Bluetooth 5.4,IPX7,ENC,"Transparency Mode, Bluetooth 5.4, Touch Controls, Low Latency Mode","JBL Tune Buds true wireless earbuds featuring Transparency Mode, Bluetooth 5.4, Touch Controls, Low Latency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300073.jpg,https://example.com/products/300073
300074,Realme Buds Air 6,Electronics,Earbuds,Realme,Buds Air 6,5899,8199,28,4.9,1450,In Stock,ShopWise Store,1 Year,Black,36 Hours,Bluetooth 5.3,IPX7,ENC,"Touch Controls, Bluetooth 5.3, Transparency Mode, IPX5 Water Resistant","Realme Buds Air 6 true wireless earbuds featuring Touch Controls, Bluetooth 5.3, Transparency Mode, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300074.jpg,https://example.com/products/300074
300075,Nothing Ear (a),Electronics,Earbuds,Nothing,Ear (a),10099,10399,3,4.0,9270,In Stock,ShopWise Store,1 Year,White,50 Hours,Bluetooth 5.4,IPX5,Hybrid ANC,"Dual Device Pairing, Bluetooth 5.4, ENC, Touch Controls","Nothing Ear (a) true wireless earbuds featuring Dual Device Pairing, Bluetooth 5.4, ENC, Touch Controls. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300075.jpg,https://example.com/products/300075
300076,OnePlus Buds 3,Electronics,Earbuds,OnePlus,Buds 3,9099,10399,13,4.6,19483,In Stock,ShopWise Store,1 Year,Purple,45 Hours,Bluetooth 5.3,IPX4,ENC,"Touch Controls, ANC, Transparency Mode, Fast Charging","OnePlus Buds 3 true wireless earbuds featuring Touch Controls, ANC, Transparency Mode, Fast Charging. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300076.jpg,https://example.com/products/300076
300077,OnePlus Nord Buds 3,Electronics,Earbuds,OnePlus,Nord Buds 3,3599,3799,5,4.8,6007,In Stock,ShopWise Store,1 Year,White,36 Hours,Bluetooth 5.4,IPX4,ANC,"IPX5 Water Resistant, Low Latency Mode, Touch Controls, Fast Charging","OnePlus Nord Buds 3 true wireless earbuds featuring IPX5 Water Resistant, Low Latency Mode, Touch Controls, Fast Charging. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300077.jpg,https://example.com/products/300077
300078,OnePlus Nord Buds 3,Electronics,Earbuds,OnePlus,Nord Buds 3,2699,3599,25,4.2,17834,In Stock,ShopWise Store,1 Year,Blue,30 Hours,Bluetooth 5.4,IPX4,ANC,"Transparency Mode, Dual Device Pairing, Low Latency Mode, Bluetooth 5.3","OnePlus Nord Buds 3 true wireless earbuds featuring Transparency Mode, Dual Device Pairing, Low Latency Mode, Bluetooth 5.3. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300078.jpg,https://example.com/products/300078
300079,Realme Buds T310,Electronics,Earbuds,Realme,Buds T310,5799,7699,25,4.6,16066,In Stock,ShopWise Store,1 Year,Black,50 Hours,Bluetooth 5.4,IPX7,ANC,"ANC, Bluetooth 5.4, Touch Controls, Low Latency Mode","Realme Buds T310 true wireless earbuds featuring ANC, Bluetooth 5.4, Touch Controls, Low Latency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300079.jpg,https://example.com/products/300079
300080,Samsung Galaxy Buds FE,Electronics,Earbuds,Samsung,Galaxy Buds FE,7599,9399,19,4.5,17142,In Stock,ShopWise Store,1 Year,Black,40 Hours,Bluetooth 5.4,IPX4,Hybrid ANC,"Fast Charging, Low Latency Mode, ANC, Bluetooth 5.4","Samsung Galaxy Buds FE true wireless earbuds featuring Fast Charging, Low Latency Mode, ANC, Bluetooth 5.4. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300080.jpg,https://example.com/products/300080
300081,OnePlus Buds Pro 3,Electronics,Earbuds,OnePlus,Buds Pro 3,6899,9499,27,4.9,17872,In Stock,ShopWise Store,1 Year,Green,36 Hours,Bluetooth 5.4,IPX7,Hybrid ANC,"Dual Device Pairing, ENC, ANC, Touch Controls","OnePlus Buds Pro 3 true wireless earbuds featuring Dual Device Pairing, ENC, ANC, Touch Controls. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300081.jpg,https://example.com/products/300081
300082,OnePlus Buds Pro 3,Electronics,Earbuds,OnePlus,Buds Pro 3,4899,5499,11,4.5,10822,In Stock,ShopWise Store,1 Year,Blue,30 Hours,Bluetooth 5.3,IPX7,Hybrid ANC,"Low Latency Mode, ANC, Touch Controls, Bluetooth 5.3","OnePlus Buds Pro 3 true wireless earbuds featuring Low Latency Mode, ANC, Touch Controls, Bluetooth 5.3. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300082.jpg,https://example.com/products/300082
300083,Sony WF-C700N,Electronics,Earbuds,Sony,WF-C700N,15499,17899,13,4.6,12789,In Stock,ShopWise Store,1 Year,Blue,50 Hours,Bluetooth 5.4,IPX7,ANC,"Bluetooth 5.4, Transparency Mode, ANC, Bluetooth 5.3","Sony WF-C700N true wireless earbuds featuring Bluetooth 5.4, Transparency Mode, ANC, Bluetooth 5.3. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300083.jpg,https://example.com/products/300083
300084,Nothing Ear,Electronics,Earbuds,Nothing,Ear,13299,14399,8,4.1,7113,In Stock,ShopWise Store,1 Year,Blue,40 Hours,Bluetooth 5.3,IPX4,ENC,"Dual Device Pairing, ANC, ENC, Low Latency Mode","Nothing Ear true wireless earbuds featuring Dual Device Pairing, ANC, ENC, Low Latency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300084.jpg,https://example.com/products/300084
300085,JBL Live Pro 2,Electronics,Earbuds,JBL,Live Pro 2,13999,16699,16,4.3,14571,In Stock,ShopWise Store,1 Year,Black,50 Hours,Bluetooth 5.4,IPX4,Hybrid ANC,"Low Latency Mode, Bluetooth 5.4, Bluetooth 5.3, Dual Device Pairing","JBL Live Pro 2 true wireless earbuds featuring Low Latency Mode, Bluetooth 5.4, Bluetooth 5.3, Dual Device Pairing. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300085.jpg,https://example.com/products/300085
300086,Sony WF-XB700,Electronics,Earbuds,Sony,WF-XB700,16499,19199,14,4.6,9105,In Stock,ShopWise Store,1 Year,Green,40 Hours,Bluetooth 5.4,IPX5,ENC,"Low Latency Mode, Dual Device Pairing, Fast Charging, Bluetooth 5.4","Sony WF-XB700 true wireless earbuds featuring Low Latency Mode, Dual Device Pairing, Fast Charging, Bluetooth 5.4. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300086.jpg,https://example.com/products/300086
300087,boAt Airdopes 311 Pro,Electronics,Earbuds,boAt,Airdopes 311 Pro,1399,3599,61,4.5,3018,In Stock,ShopWise Store,1 Year,White,30 Hours,Bluetooth 5.3,IPX7,ENC,"Touch Controls, Bluetooth 5.4, Dual Device Pairing, Low Latency Mode","boAt Airdopes 311 Pro true wireless earbuds featuring Touch Controls, Bluetooth 5.4, Dual Device Pairing, Low Latency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300087.jpg,https://example.com/products/300087
300088,OnePlus Nord Buds 3,Electronics,Earbuds,OnePlus,Nord Buds 3,9699,10599,8,4.2,13078,In Stock,ShopWise Store,1 Year,White,50 Hours,Bluetooth 5.4,IPX5,Hybrid ANC,"Bluetooth 5.4, ENC, Transparency Mode, IPX5 Water Resistant","OnePlus Nord Buds 3 true wireless earbuds featuring Bluetooth 5.4, ENC, Transparency Mode, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300088.jpg,https://example.com/products/300088
300089,Samsung Galaxy Buds2 Pro,Electronics,Earbuds,Samsung,Galaxy Buds2 Pro,8899,11199,21,5.0,5062,In Stock,ShopWise Store,1 Year,Black,40 Hours,Bluetooth 5.3,IPX5,ENC,"Bluetooth 5.4, Dual Device Pairing, IPX5 Water Resistant, Bluetooth 5.3","Samsung Galaxy Buds2 Pro true wireless earbuds featuring Bluetooth 5.4, Dual Device Pairing, IPX5 Water Resistant, Bluetooth 5.3. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300089.jpg,https://example.com/products/300089
300090,Nothing Ear,Electronics,Earbuds,Nothing,Ear,6599,9099,27,4.3,18315,In Stock,ShopWise Store,1 Year,Blue,30 Hours,Bluetooth 5.4,IPX5,Hybrid ANC,"IPX5 Water Resistant, ANC, ENC, Fast Charging","Nothing Ear true wireless earbuds featuring IPX5 Water Resistant, ANC, ENC, Fast Charging. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300090.jpg,https://example.com/products/300090
300091,Realme Buds T310,Electronics,Earbuds,Realme,Buds T310,2999,4799,38,4.4,12365,In Stock,ShopWise Store,1 Year,Purple,45 Hours,Bluetooth 5.3,IPX7,ANC,"Dual Device Pairing, ANC, Fast Charging, Bluetooth 5.3","Realme Buds T310 true wireless earbuds featuring Dual Device Pairing, ANC, Fast Charging, Bluetooth 5.3. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300091.jpg,https://example.com/products/300091
300092,OnePlus Buds 3,Electronics,Earbuds,OnePlus,Buds 3,8499,8699,2,4.2,12444,In Stock,ShopWise Store,1 Year,Green,36 Hours,Bluetooth 5.3,IPX4,ENC,"ANC, Fast Charging, IPX5 Water Resistant, Touch Controls","OnePlus Buds 3 true wireless earbuds featuring ANC, Fast Charging, IPX5 Water Resistant, Touch Controls. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300092.jpg,https://example.com/products/300092
300093,Samsung Galaxy Buds2 Pro,Electronics,Earbuds,Samsung,Galaxy Buds2 Pro,14599,16699,13,4.8,8955,In Stock,ShopWise Store,1 Year,Green,36 Hours,Bluetooth 5.3,IPX5,ANC,"Transparency Mode, Bluetooth 5.4, Low Latency Mode, IPX5 Water Resistant","Samsung Galaxy Buds2 Pro true wireless earbuds featuring Transparency Mode, Bluetooth 5.4, Low Latency Mode, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300093.jpg,https://example.com/products/300093
300094,boAt Airdopes 141,Electronics,Earbuds,boAt,Airdopes 141,2599,3999,35,4.8,8035,In Stock,ShopWise Store,1 Year,White,40 Hours,Bluetooth 5.4,IPX5,ENC,"IPX5 Water Resistant, Bluetooth 5.4, Bluetooth 5.3, Dual Device Pairing","boAt Airdopes 141 true wireless earbuds featuring IPX5 Water Resistant, Bluetooth 5.4, Bluetooth 5.3, Dual Device Pairing. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300094.jpg,https://example.com/products/300094
300095,Noise Buds VS104,Electronics,Earbuds,Noise,Buds VS104,3599,3899,8,4.2,16778,In Stock,ShopWise Store,1 Year,Black,40 Hours,Bluetooth 5.3,IPX5,ENC,"Bluetooth 5.3, Transparency Mode, Bluetooth 5.4, Low Latency Mode","Noise Buds VS104 true wireless earbuds featuring Bluetooth 5.3, Transparency Mode, Bluetooth 5.4, Low Latency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300095.jpg,https://example.com/products/300095
300096,boAt Airdopes 311 Pro,Electronics,Earbuds,boAt,Airdopes 311 Pro,1199,3399,65,4.6,13718,In Stock,ShopWise Store,1 Year,White,40 Hours,Bluetooth 5.4,IPX4,Hybrid ANC,"Touch Controls, ENC, Transparency Mode, ANC","boAt Airdopes 311 Pro true wireless earbuds featuring Touch Controls, ENC, Transparency Mode, ANC. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300096.jpg,https://example.com/products/300096
300097,boAt Airdopes 170,Electronics,Earbuds,boAt,Airdopes 170,1999,2799,29,4.6,13281,In Stock,ShopWise Store,1 Year,Purple,40 Hours,Bluetooth 5.3,IPX5,ANC,"Touch Controls, Dual Device Pairing, Low Latency Mode, IPX5 Water Resistant","boAt Airdopes 170 true wireless earbuds featuring Touch Controls, Dual Device Pairing, Low Latency Mode, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300097.jpg,https://example.com/products/300097
300098,Noise Air Buds Pro,Electronics,Earbuds,Noise,Air Buds Pro,4699,6899,32,4.8,4196,In Stock,ShopWise Store,1 Year,Black,50 Hours,Bluetooth 5.4,IPX7,ENC,"Bluetooth 5.3, Bluetooth 5.4, IPX5 Water Resistant, ENC","Noise Air Buds Pro true wireless earbuds featuring Bluetooth 5.3, Bluetooth 5.4, IPX5 Water Resistant, ENC. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300098.jpg,https://example.com/products/300098
300099,Sony WF-XB700,Electronics,Earbuds,Sony,WF-XB700,15299,15599,2,4.5,828,In Stock,ShopWise Store,1 Year,White,50 Hours,Bluetooth 5.3,IPX5,ANC,"Bluetooth 5.4, Bluetooth 5.3, Fast Charging, ANC","Sony WF-XB700 true wireless earbuds featuring Bluetooth 5.4, Bluetooth 5.3, Fast Charging, ANC. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300099.jpg,https://example.com/products/300099
300100,boAt Airdopes 170,Electronics,Earbuds,boAt,Airdopes 170,2799,4999,44,4.6,10945,In Stock,ShopWise Store,1 Year,Blue,50 Hours,Bluetooth 5.4,IPX7,ANC,"Dual Device Pairing, Transparency Mode, Fast Charging, Touch Controls","boAt Airdopes 170 true wireless earbuds featuring Dual Device Pairing, Transparency Mode, Fast Charging, Touch Controls. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300100.jpg,https://example.com/products/300100
300101,Sony WF-XB700,Electronics,Earbuds,Sony,WF-XB700,14699,16699,12,4.9,12545,In Stock,ShopWise Store,1 Year,White,40 Hours,Bluetooth 5.3,IPX4,Hybrid ANC,"Transparency Mode, Touch Controls, IPX5 Water Resistant, ANC","Sony WF-XB700 true wireless earbuds featuring Transparency Mode, Touch Controls, IPX5 Water Resistant, ANC. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300101.jpg,https://example.com/products/300101
300102,Noise Buds VS104,Electronics,Earbuds,Noise,Buds VS104,4699,4999,6,4.4,11572,In Stock,ShopWise Store,1 Year,Blue,40 Hours,Bluetooth 5.4,IPX4,ANC,"Fast Charging, Dual Device Pairing, ENC, Low Latency Mode","Noise Buds VS104 true wireless earbuds featuring Fast Charging, Dual Device Pairing, ENC, Low Latency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300102.jpg,https://example.com/products/300102
300103,Samsung Galaxy Buds2 Pro,Electronics,Earbuds,Samsung,Galaxy Buds2 Pro,10199,11499,11,4.7,6163,In Stock,ShopWise Store,1 Year,Purple,40 Hours,Bluetooth 5.3,IPX5,ENC,"Low Latency Mode, Fast Charging, Transparency Mode, IPX5 Water Resistant","Samsung Galaxy Buds2 Pro true wireless earbuds featuring Low Latency Mode, Fast Charging, Transparency Mode, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300103.jpg,https://example.com/products/300103
300104,Realme Buds T310,Electronics,Earbuds,Realme,Buds T310,4599,4899,6,4.2,14576,In Stock,ShopWise Store,1 Year,White,30 Hours,Bluetooth 5.4,IPX5,ENC,"Touch Controls, Bluetooth 5.4, Bluetooth 5.3, ANC","Realme Buds T310 true wireless earbuds featuring Touch Controls, Bluetooth 5.4, Bluetooth 5.3, ANC. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300104.jpg,https://example.com/products/300104
300105,OnePlus Buds 3,Electronics,Earbuds,OnePlus,Buds 3,10099,12999,22,4.3,5694,In Stock,ShopWise Store,1 Year,Green,50 Hours,Bluetooth 5.3,IPX5,ENC,"Bluetooth 5.3, Dual Device Pairing, Touch Controls, IPX5 Water Resistant","OnePlus Buds 3 true wireless earbuds featuring Bluetooth 5.3, Dual Device Pairing, Touch Controls, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300105.jpg,https://example.com/products/300105
300106,Sony WF-C700N,Electronics,Earbuds,Sony,WF-C700N,15599,15799,1,4.4,6225,In Stock,ShopWise Store,1 Year,White,36 Hours,Bluetooth 5.3,IPX5,ANC,"Touch Controls, ANC, Transparency Mode, IPX5 Water Resistant","Sony WF-C700N true wireless earbuds featuring Touch Controls, ANC, Transparency Mode, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300106.jpg,https://example.com/products/300106
300107,Samsung Galaxy Buds FE,Electronics,Earbuds,Samsung,Galaxy Buds FE,13299,14699,10,4.4,2045,In Stock,ShopWise Store,1 Year,Blue,30 Hours,Bluetooth 5.4,IPX5,ENC,"ANC, Fast Charging, IPX5 Water Resistant, Low Latency Mode","Samsung Galaxy Buds FE true wireless earbuds featuring ANC, Fast Charging, IPX5 Water Resistant, Low Latency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300107.jpg,https://example.com/products/300107
