product_id,product_name,category,sub_category,brand,model,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,color,ram,storage,display,camera,battery,operating_system,connectivity,features,description,purpose,image_url,product_url
100129,Realme GT 6,Electronics,Smartphone,Realme,GT 6,17500,25000,30,4.9,16730,In Stock,ShopWise Store,1 Year,White,8GB,256GB,FHD+ AMOLED,108MP,5500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","FHD+ AMOLED, 8GB RAM, 256GB, 108MP Camera, 5500mAh, 5G","Realme GT 6 smartphone with FHD+ AMOLED, 8GB RAM, 256GB, 108MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100129.jpg,https://example.com/products/100129
100130,OnePlus Nord 4,Electronics,Smartphone,OnePlus,Nord 4,26500,34500,23,4.1,11582,In Stock,ShopWise Store,1 Year,Purple,16GB,512GB,FHD+ AMOLED,50MP,5500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","FHD+ AMOLED, 16GB RAM, 512GB, 50MP Camera, 5500mAh, 5G","OnePlus Nord 4 smartphone with FHD+ AMOLED, 16GB RAM, 512GB, 50MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100130.jpg,https://example.com/products/100130
100131,Apple iPhone 15 Plus,Electronics,Smartphone,Apple,iPhone 15 Plus,148000,159000,7,4.7,4904,In Stock,ShopWise Store,1 Year,Silver,16GB,128GB,LCD 120Hz,64MP,5500mAh,iOS,"5G, WiFi 6, Bluetooth 5.3","LCD 120Hz, 16GB RAM, 128GB, 64MP Camera, 5500mAh, 5G","Apple iPhone 15 Plus smartphone with LCD 120Hz, 16GB RAM, 128GB, 64MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100131.jpg,https://example.com/products/100131
100132,OnePlus OnePlus 12R,Electronics,Smartphone,OnePlus,OnePlus 12R,35500,39000,9,4.9,10162,In Stock,ShopWise Store,1 Year,White,16GB,128GB,FHD+ AMOLED,50MP,4500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","FHD+ AMOLED, 16GB RAM, 128GB, 50MP Camera, 4500mAh, 5G","OnePlus OnePlus 12R smartphone with FHD+ AMOLED, 16GB RAM, 128GB, 50MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100132.jpg,https://example.com/products/100132
100133,OnePlus OnePlus 12,Electronics,Smartphone,OnePlus,OnePlus 12,58500,67000,13,4.4,14271,In Stock,ShopWise Store,1 Year,Silver,6GB,128GB,AMOLED 120Hz,64MP,5000mAh,Android,"5G, WiFi 6, Bluetooth 5.3","AMOLED 120Hz, 6GB RAM, 128GB, 64MP Camera, 5000mAh, 5G","OnePlus OnePlus 12 smartphone with AMOLED 120Hz, 6GB RAM, 128GB, 64MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100133.jpg,https://example.com/products/100133
100134,Realme Realme 13,Electronics,Smartphone,Realme,Realme 13,22500,25000,10,4.7,19313,In Stock,ShopWise Store,1 Year,Green,6GB,512GB,FHD+ AMOLED,64MP,5000mAh,Android,"5G, WiFi 7, Bluetooth 5.4","FHD+ AMOLED, 6GB RAM, 512GB, 64MP Camera, 5000mAh, 5G","Realme Realme 13 smartphone with FHD+ AMOLED, 6GB RAM, 512GB, 64MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100134.jpg,https://example.com/products/100134
100135,Apple iPhone 15,Electronics,Smartphone,Apple,iPhone 15,66000,75000,12,4.7,9157,In Stock,ShopWise Store,1 Year,Silver,12GB,256GB,FHD+ AMOLED,48MP,4500mAh,iOS,"5G, WiFi 7, Bluetooth 5.4","FHD+ AMOLED, 12GB RAM, 256GB, 48MP Camera, 4500mAh, 5G","Apple iPhone 15 smartphone with FHD+ AMOLED, 12GB RAM, 256GB, 48MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100135.jpg,https://example.com/products/100135
100136,OnePlus OnePlus 12,Electronics,Smartphone,OnePlus,OnePlus 12,30000,32500,8,4.2,953,In Stock,ShopWise Store,1 Year,Purple,12GB,256GB,OLED 120Hz,48MP,4500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","OLED 120Hz, 12GB RAM, 256GB, 48MP Camera, 4500mAh, 5G","OnePlus OnePlus 12 smartphone with OLED 120Hz, 12GB RAM, 256GB, 48MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100136.jpg,https://example.com/products/100136
100137,Realme Narzo 70,Electronics,Smartphone,Realme,Narzo 70,16500,23000,28,4.1,7634,In Stock,ShopWise Store,1 Year,Silver,6GB,128GB,AMOLED 120Hz,50MP,5500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","AMOLED 120Hz, 6GB RAM, 128GB, 50MP Camera, 5500mAh, 5G","Realme Narzo 70 smartphone with AMOLED 120Hz, 6GB RAM, 128GB, 50MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100137.jpg,https://example.com/products/100137
100138,Samsung Galaxy S24 Ultra,Electronics,Smartphone,Samsung,Galaxy S24 Ultra,51500,60000,14,4.5,105,In Stock,ShopWise Store,1 Year,Purple,16GB,256GB,FHD+ AMOLED,48MP,4500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","FHD+ AMOLED, 16GB RAM, 256GB, 48MP Camera, 4500mAh, 5G","Samsung Galaxy S24 Ultra smartphone with FHD+ AMOLED, 16GB RAM, 256GB, 48MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100138.jpg,https://example.com/products/100138
100139,Apple iPhone 15,Electronics,Smartphone,Apple,iPhone 15,175000,176000,1,4.8,8670,In Stock,ShopWise Store,1 Year,Green,16GB,512GB,LCD 120Hz,64MP,4500mAh,iOS,"5G, WiFi 7, Bluetooth 5.4","LCD 120Hz, 16GB RAM, 512GB, 64MP Camera, 4500mAh, 5G","Apple iPhone 15 smartphone with LCD 120Hz, 16GB RAM, 512GB, 64MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100139.jpg,https://example.com/products/100139
100140,Apple iPhone 16 Pro Max,Electronics,Smartphone,Apple,iPhone 16 Pro Max,67500,74500,9,4.4,18457,In Stock,ShopWise Store,1 Year,Silver,16GB,512GB,FHD+ AMOLED,50MP,5000mAh,iOS,"5G, WiFi 7, Bluetooth 5.4","FHD+ AMOLED, 16GB RAM, 512GB, 50MP Camera, 5000mAh, 5G","Apple iPhone 16 Pro Max smartphone with FHD+ AMOLED, 16GB RAM, 512GB, 50MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100140.jpg,https://example.com/products/100140
100141,Apple iPhone 16,Electronics,Smartphone,Apple,iPhone 16,160500,163000,2,4.2,8987,In Stock,ShopWise Store,1 Year,Green,12GB,512GB,OLED 120Hz,48MP,5000mAh,iOS,"5G, WiFi 6, Bluetooth 5.3","OLED 120Hz, 12GB RAM, 512GB, 48MP Camera, 5000mAh, 5G","Apple iPhone 16 smartphone with OLED 120Hz, 12GB RAM, 512GB, 48MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100141.jpg,https://example.com/products/100141
100142,OnePlus OnePlus 12,Electronics,Smartphone,OnePlus,OnePlus 12,57500,68500,16,4.9,410,In Stock,ShopWise Store,1 Year,Green,12GB,128GB,AMOLED 120Hz,108MP,5000mAh,Android,"5G, WiFi 6, Bluetooth 5.3","AMOLED 120Hz, 12GB RAM, 128GB, 108MP Camera, 5000mAh, 5G","OnePlus OnePlus 12 smartphone with AMOLED 120Hz, 12GB RAM, 128GB, 108MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100142.jpg,https://example.com/products/100142
100143,Xiaomi Xiaomi 14,Electronics,Smartphone,Xiaomi,Xiaomi 14,27000,38000,29,4.8,13703,In Stock,ShopWise Store,1 Year,Black,16GB,256GB,AMOLED 120Hz,50MP,5000mAh,Android,"5G, WiFi 6, Bluetooth 5.3","AMOLED 120Hz, 16GB RAM, 256GB, 50MP Camera, 5000mAh, 5G","Xiaomi Xiaomi 14 smartphone with AMOLED 120Hz, 16GB RAM, 256GB, 50MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100143.jpg,https://example.com/products/100143
100144,Xiaomi Redmi Note 14,Electronics,Smartphone,Xiaomi,Redmi Note 14,42500,50500,16,4.4,6040,In Stock,ShopWise Store,1 Year,Purple,12GB,512GB,OLED 120Hz,50MP,5000mAh,Android,"5G, WiFi 6, Bluetooth 5.3","OLED 120Hz, 12GB RAM, 512GB, 50MP Camera, 5000mAh, 5G","Xiaomi Redmi Note 14 smartphone with OLED 120Hz, 12GB RAM, 512GB, 50MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100144.jpg,https://example.com/products/100144
100145,OnePlus OnePlus 12R,Electronics,Smartphone,OnePlus,OnePlus 12R,48500,56500,14,4.9,19080,In Stock,ShopWise Store,1 Year,Green,6GB,128GB,FHD+ AMOLED,108MP,5000mAh,Android,"5G, WiFi 6, Bluetooth 5.3","FHD+ AMOLED, 6GB RAM, 128GB, 108MP Camera, 5000mAh, 5G","OnePlus OnePlus 12R smartphone with FHD+ AMOLED, 6GB RAM, 128GB, 108MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100145.jpg,https://example.com/products/100145
100146,Samsung Galaxy A55,Electronics,Smartphone,Samsung,Galaxy A55,70500,75000,6,4.1,22394,In Stock,ShopWise Store,1 Year,Green,16GB,256GB,AMOLED 120Hz,64MP,5500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","AMOLED 120Hz, 16GB RAM, 256GB, 64MP Camera, 5500mAh, 5G","Samsung Galaxy A55 smartphone with AMOLED 120Hz, 16GB RAM, 256GB, 64MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100146.jpg,https://example.com/products/100146
100147,Samsung Galaxy A55,Electronics,Smartphone,Samsung,Galaxy A55,21500,30500,30,4.3,14822,In Stock,ShopWise Store,1 Year,Blue,16GB,256GB,FHD+ AMOLED,50MP,5000mAh,Android,"5G, WiFi 6, Bluetooth 5.3","FHD+ AMOLED, 16GB RAM, 256GB, 50MP Camera, 5000mAh, 5G","Samsung Galaxy A55 smartphone with FHD+ AMOLED, 16GB RAM, 256GB, 50MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100147.jpg,https://example.com/products/100147
100148,Samsung Galaxy S24 Ultra,Electronics,Smartphone,Samsung,Galaxy S24 Ultra,92000,102000,10,4.5,10157,In Stock,ShopWise Store,1 Year,Green,12GB,512GB,AMOLED 120Hz,64MP,5000mAh,Android,"5G, WiFi 6, Bluetooth 5.3","AMOLED 120Hz, 12GB RAM, 512GB, 64MP Camera, 5000mAh, 5G","Samsung Galaxy S24 Ultra smartphone with AMOLED 120Hz, 12GB RAM, 512GB, 64MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100148.jpg,https://example.com/products/100148
100149,Apple iPhone 15,Electronics,Smartphone,Apple,iPhone 15,104000,111500,7,4.1,21990,In Stock,ShopWise Store,1 Year,Green,8GB,128GB,FHD+ AMOLED,48MP,5500mAh,iOS,"5G, WiFi 6, Bluetooth 5.3","FHD+ AMOLED, 8GB RAM, 128GB, 48MP Camera, 5500mAh, 5G","Apple iPhone 15 smartphone with FHD+ AMOLED, 8GB RAM, 128GB, 48MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100149.jpg,https://example.com/products/100149
100150,Xiaomi Poco X6,Electronics,Smartphone,Xiaomi,Poco X6,50000,51000,2,4.1,16550,In Stock,ShopWise Store,1 Year,Silver,16GB,512GB,AMOLED 120Hz,64MP,4500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","AMOLED 120Hz, 16GB RAM, 512GB, 64MP Camera, 4500mAh, 5G","Xiaomi Poco X6 smartphone with AMOLED 120Hz, 16GB RAM, 512GB, 64MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100150.jpg,https://example.com/products/100150
100151,Xiaomi Redmi Note 14,Electronics,Smartphone,Xiaomi,Redmi Note 14,39000,47000,17,4.7,12095,In Stock,ShopWise Store,1 Year,White,12GB,128GB,FHD+ AMOLED,108MP,4500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","FHD+ AMOLED, 12GB RAM, 128GB, 108MP Camera, 4500mAh, 5G","Xiaomi Redmi Note 14 smartphone with FHD+ AMOLED, 12GB RAM, 128GB, 108MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100151.jpg,https://example.com/products/100151
100152,Realme Narzo 70,Electronics,Smartphone,Realme,Narzo 70,40500,43000,6,5.0,5878,In Stock,ShopWise Store,1 Year,Blue,12GB,512GB,AMOLED 120Hz,50MP,5500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","AMOLED 120Hz, 12GB RAM, 512GB, 50MP Camera, 5500mAh, 5G","Realme Narzo 70 smartphone with AMOLED 120Hz, 12GB RAM, 512GB, 50MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100152.jpg,https://example.com/products/100152
100153,OnePlus OnePlus 12,Electronics,Smartphone,OnePlus,OnePlus 12,45000,56500,20,4.1,15329,In Stock,ShopWise Store,1 Year,White,6GB,128GB,LCD 120Hz,108MP,4500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","LCD 120Hz, 6GB RAM, 128GB, 108MP Camera, 4500mAh, 5G","OnePlus OnePlus 12 smartphone with LCD 120Hz, 6GB RAM, 128GB, 108MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100153.jpg,https://example.com/products/100153
100154,Xiaomi Poco X6,Electronics,Smartphone,Xiaomi,Poco X6,29500,34000,13,4.8,18367,In Stock,ShopWise Store,1 Year,Silver,12GB,256GB,FHD+ AMOLED,50MP,4500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","FHD+ AMOLED, 12GB RAM, 256GB, 50MP Camera, 4500mAh, 5G","Xiaomi Poco X6 smartphone with FHD+ AMOLED, 12GB RAM, 256GB, 50MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100154.jpg,https://example.com/products/100154
100155,OnePlus Nord 4,Electronics,Smartphone,OnePlus,Nord 4,35500,42000,15,4.2,3390,In Stock,ShopWise Store,1 Year,White,8GB,512GB,OLED 120Hz,48MP,5000mAh,Android,"5G, WiFi 6, Bluetooth 5.3","OLED 120Hz, 8GB RAM, 512GB, 48MP Camera, 5000mAh, 5G","OnePlus Nord 4 smartphone with OLED 120Hz, 8GB RAM, 512GB, 48MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100155.jpg,https://example.com/products/100155
100156,Xiaomi Redmi Note 14,Electronics,Smartphone,Xiaomi,Redmi Note 14,33000,42000,21,4.8,14229,In Stock,ShopWise Store,1 Year,Purple,6GB,512GB,LCD 120Hz,50MP,5500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","LCD 120Hz, 6GB RAM, 512GB, 50MP Camera, 5500mAh, 5G","Xiaomi Redmi Note 14 smartphone with LCD 120Hz, 6GB RAM, 512GB, 50MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100156.jpg,https://example.com/products/100156
100157,Xiaomi Redmi Note 14,Electronics,Smartphone,Xiaomi,Redmi Note 14,40000,44500,10,4.4,1403,In Stock,ShopWise Store,1 Year,White,16GB,128GB,LCD 120Hz,108MP,5500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","LCD 120Hz, 16GB RAM, 128GB, 108MP Camera, 5500mAh, 5G","Xiaomi Redmi Note 14 smartphone with LCD 120Hz, 16GB RAM, 128GB, 108MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100157.jpg,https://example.com/products/100157
100158,Xiaomi Xiaomi 14,Electronics,Smartphone,Xiaomi,Xiaomi 14,15000,20500,27,4.8,7184,In Stock,ShopWise Store,1 Year,Black,8GB,256GB,AMOLED 120Hz,64MP,5000mAh,Android,"5G, WiFi 6, Bluetooth 5.3","AMOLED 120Hz, 8GB RAM, 256GB, 64MP Camera, 5000mAh, 5G","Xiaomi Xiaomi 14 smartphone with AMOLED 120Hz, 8GB RAM, 256GB, 64MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100158.jpg,https://example.com/products/100158
100159,OnePlus OnePlus 12R,Electronics,Smartphone,OnePlus,OnePlus 12R,58000,60500,4,4.5,22103,In Stock,ShopWise Store,1 Year,Silver,16GB,512GB,LCD 120Hz,48MP,5500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","LCD 120Hz, 16GB RAM, 512GB, 48MP Camera, 5500mAh, 5G","OnePlus OnePlus 12R smartphone with LCD 120Hz, 16GB RAM, 512GB, 48MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100159.jpg,https://example.com/products/100159
100160,OnePlus Nord 4,Electronics,Smartphone,OnePlus,Nord 4,65000,76500,15,4.1,5891,In Stock,ShopWise Store,1 Year,White,12GB,256GB,AMOLED 120Hz,50MP,5500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","AMOLED 120Hz, 12GB RAM, 256GB, 50MP Camera, 5500mAh, 5G","OnePlus Nord 4 smartphone with AMOLED 120Hz, 12GB RAM, 256GB, 50MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100160.jpg,https://example.com/products/100160
100161,Xiaomi Redmi Note 13,Electronics,Smartphone,Xiaomi,Redmi Note 13,20000,30000,33,4.3,23888,In Stock,ShopWise Store,1 Year,Silver,8GB,512GB,OLED 120Hz,108MP,4500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","OLED 120Hz, 8GB RAM, 512GB, 108MP Camera, 4500mAh, 5G","Xiaomi Redmi Note 13 smartphone with OLED 120Hz, 8GB RAM, 512GB, 108MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100161.jpg,https://example.com/products/100161
100162,Realme Narzo 70,Electronics,Smartphone,Realme,Narzo 70,40500,50500,20,4.6,15856,In Stock,ShopWise Store,1 Year,Blue,8GB,256GB,FHD+ AMOLED,50MP,5000mAh,Android,"5G, WiFi 7, Bluetooth 5.4","FHD+ AMOLED, 8GB RAM, 256GB, 50MP Camera, 5000mAh, 5G","Realme Narzo 70 smartphone with FHD+ AMOLED, 8GB RAM, 256GB, 50MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100162.jpg,https://example.com/products/100162
100163,Xiaomi Redmi Note 14,Electronics,Smartphone,Xiaomi,Redmi Note 14,36000,39000,8,4.4,19626,In Stock,ShopWise Store,1 Year,Black,12GB,128GB,FHD+ AMOLED,48MP,5000mAh,Android,"5G, WiFi 6, Bluetooth 5.3","FHD+ AMOLED, 12GB RAM, 128GB, 48MP Camera, 5000mAh, 5G","Xiaomi Redmi Note 14 smartphone with FHD+ AMOLED, 12GB RAM, 128GB, 48MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100163.jpg,https://example.com/products/100163
100164,Samsung Galaxy A35,Electronics,Smartphone,Samsung,Galaxy A35,116500,119500,3,4.3,18212,In Stock,ShopWise Store,1 Year,Blue,6GB,128GB,LCD 120Hz,50MP,5000mAh,Android,"5G, WiFi 7, Bluetooth 5.4","LCD 120Hz, 6GB RAM, 128GB, 50MP Camera, 5000mAh, 5G","Samsung Galaxy A35 smartphone with LCD 120Hz, 6GB RAM, 128GB, 50MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100164.jpg,https://example.com/products/100164
100165,Realme GT 6,Electronics,Smartphone,Realme,GT 6,46500,49500,6,4.2,9132,In Stock,ShopWise Store,1 Year,Green,8GB,256GB,OLED 120Hz,50MP,4500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","OLED 120Hz, 8GB RAM, 256GB, 50MP Camera, 4500mAh, 5G","Realme GT 6 smartphone with OLED 120Hz, 8GB RAM, 256GB, 50MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100165.jpg,https://example.com/products/100165
100166,Samsung Galaxy S24,Electronics,Smartphone,Samsung,Galaxy S24,69500,74500,7,4.5,14519,In Stock,ShopWise Store,1 Year,Purple,16GB,128GB,LCD 120Hz,64MP,5500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","LCD 120Hz, 16GB RAM, 128GB, 64MP Camera, 5500mAh, 5G","Samsung Galaxy S24 smartphone with LCD 120Hz, 16GB RAM, 128GB, 64MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100166.jpg,https://example.com/products/100166
100167,Xiaomi Redmi Note 13,Electronics,Smartphone,Xiaomi,Redmi Note 13,54500,55500,2,4.7,6044,In Stock,ShopWise Store,1 Year,Black,6GB,512GB,OLED 120Hz,50MP,5000mAh,Android,"5G, WiFi 6, Bluetooth 5.3","OLED 120Hz, 6GB RAM, 512GB, 50MP Camera, 5000mAh, 5G","Xiaomi Redmi Note 13 smartphone with OLED 120Hz, 6GB RAM, 512GB, 50MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100167.jpg,https://example.com/products/100167
100168,Apple iPhone 15,Electronics,Smartphone,Apple,iPhone 15,119500,124000,4,4.1,5418,In Stock,ShopWise Store,1 Year,Green,12GB,128GB,AMOLED 120Hz,48MP,5000mAh,iOS,"5G, WiFi 7, Bluetooth 5.4","AMOLED 120Hz, 12GB RAM, 128GB, 48MP Camera, 5000mAh, 5G","Apple iPhone 15 smartphone with AMOLED 120Hz, 12GB RAM, 128GB, 48MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100168.jpg,https://example.com/products/100168
100169,Samsung Galaxy S24 Ultra,Electronics,Smartphone,Samsung,Galaxy S24 Ultra,131000,141000,7,4.5,23027,In Stock,ShopWise Store,1 Year,Black,12GB,128GB,LCD 120Hz,64MP,5500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","LCD 120Hz, 12GB RAM, 128GB, 64MP Camera, 5500mAh, 5G","Samsung Galaxy S24 Ultra smartphone with LCD 120Hz, 12GB RAM, 128GB, 64MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100169.jpg,https://example.com/products/100169
100170,Realme GT 6,Electronics,Smartphone,Realme,GT 6,31500,33000,5,4.5,4342,In Stock,ShopWise Store,1 Year,Blue,6GB,512GB,LCD 120Hz,108MP,5000mAh,Android,"5G, WiFi 7, Bluetooth 5.4","LCD 120Hz, 6GB RAM, 512GB, 108MP Camera, 5000mAh, 5G","Realme GT 6 smartphone with LCD 120Hz, 6GB RAM, 512GB, 108MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100170.jpg,https://example.com/products/100170
100171,Samsung Galaxy S24,Electronics,Smartphone,Samsung,Galaxy S24,37500,42000,11,4.7,4197,In Stock,ShopWise Store,1 Year,Purple,6GB,512GB,FHD+ AMOLED,50MP,5500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","FHD+ AMOLED, 6GB RAM, 512GB, 50MP Camera, 5500mAh, 5G","Samsung Galaxy S24 smartphone with FHD+ AMOLED, 6GB RAM, 512GB, 50MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100171.jpg,https://example.com/products/100171
100172,Xiaomi Poco X6,Electronics,Smartphone,Xiaomi,Poco X6,46500,49000,5,4.6,7034,In Stock,ShopWise Store,1 Year,Black,12GB,256GB,FHD+ AMOLED,48MP,5500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","FHD+ AMOLED, 12GB RAM, 256GB, 48MP Camera, 5500mAh, 5G","Xiaomi Poco X6 smartphone with FHD+ AMOLED, 12GB RAM, 256GB, 48MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100172.jpg,https://example.com/products/100172
100173,Realme Realme 13,Electronics,Smartphone,Realme,Realme 13,45000,55000,18,4.4,17523,In Stock,ShopWise Store,1 Year,Black,8GB,256GB,FHD+ AMOLED,108MP,5500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","FHD+ AMOLED, 8GB RAM, 256GB, 108MP Camera, 5500mAh, 5G","Realme Realme 13 smartphone with FHD+ AMOLED, 8GB RAM, 256GB, 108MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100173.jpg,https://example.com/products/100173
100174,Xiaomi Redmi Note 14,Electronics,Smartphone,Xiaomi,Redmi Note 14,22500,28500,21,4.4,9863,In Stock,ShopWise Store,1 Year,Purple,8GB,512GB,AMOLED 120Hz,48MP,4500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","AMOLED 120Hz, 8GB RAM, 512GB, 48MP Camera, 4500mAh, 5G","Xiaomi Redmi Note 14 smartphone with AMOLED 120Hz, 8GB RAM, 512GB, 48MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100174.jpg,https://example.com/products/100174
100175,OnePlus OnePlus 12,Electronics,Smartphone,OnePlus,OnePlus 12,56500,64000,12,5.0,3395,In Stock,ShopWise Store,1 Year,Black,12GB,256GB,LCD 120Hz,48MP,5500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","LCD 120Hz, 12GB RAM, 256GB, 48MP Camera, 5500mAh, 5G","OnePlus OnePlus 12 smartphone with LCD 120Hz, 12GB RAM, 256GB, 48MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100175.jpg,https://example.com/products/100175
