product_id,product_name,category,sub_category,brand,model,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,color,energy_rating,capacity,power,features,description,purpose,image_url,product_url
800073,Godrej Single Door,Home Appliances,Refrigerator,Godrej,Single Door,59400,62300,5,4.6,1241,In Stock,ShopWise Home,1 Year,Silver,4 Star,190L,750W,"Frost Free, Energy Rating 3 Star, Inverter Compressor","Godrej Single Door refrigerator with frost free, energy rating 3 star, inverter compressor. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800073.jpg,https://example.com/products/800073
800074,Whirlpool Convertible,Home Appliances,Refrigerator,Whirlpool,Convertible,67100,70300,5,4.3,9701,In Stock,ShopWise Home,1 Year,Black,3 Star,330L,750W,"Frost Free, Toughened Glass Shelves, Convertible Mode","Whirlpool Convertible refrigerator with frost free, toughened glass shelves, convertible mode. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800074.jpg,https://example.com/products/800074
800075,Pureit RO,Home Appliances,Water Purifier,Pureit,RO,9600,13800,30,4.1,7338,In Stock,ShopWise Home,1 Year,Grey,3 Star,20L,2000W,"TDS Controller, UV, RO","Pureit RO water purifier with tds controller, uv, ro. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800075.jpg,https://example.com/products/800075
800076,Whirlpool Fully Automatic,Home Appliances,Washing Machine,Whirlpool,Fully Automatic,38400,39000,2,4.2,11177,In Stock,ShopWise Home,1 Year,Grey,5 Star,190L,750W,"Child Lock, Inverter Motor, Smart Diagnosis","Whirlpool Fully Automatic washing machine with child lock, inverter motor, smart diagnosis. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800076.jpg,https://example.com/products/800076
800077,IFB Fully Automatic,Home Appliances,Washing Machine,IFB,Fully Automatic,23600,25900,9,4.7,11199,In Stock,ShopWise Home,1 Year,Grey,4 Star,20L,2000W,"Child Lock, Inverter Motor, Smart Diagnosis","IFB Fully Automatic washing machine with child lock, inverter motor, smart diagnosis. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800077.jpg,https://example.com/products/800077
800078,IFB Top Load,Home Appliances,Washing Machine,IFB,Top Load,63200,64600,2,4.0,14187,In Stock,ShopWise Home,1 Year,Silver,3 Star,10kg,1500W,"Quick Wash, Inverter Motor, Child Lock","IFB Top Load washing machine with quick wash, inverter motor, child lock. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800078.jpg,https://example.com/products/800078
800079,IFB Front Load,Home Appliances,Washing Machine,IFB,Front Load,32600,37200,12,4.4,14948,In Stock,ShopWise Home,1 Year,Black,5 Star,20L,500W,"Steam Wash, Child Lock, Smart Diagnosis","IFB Front Load washing machine with steam wash, child lock, smart diagnosis. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800079.jpg,https://example.com/products/800079
800080,Whirlpool Top Load,Home Appliances,Washing Machine,Whirlpool,Top Load,62500,64600,3,4.3,13401,In Stock,ShopWise Home,1 Year,Grey,3 Star,1.5L,500W,"Inverter Motor, Quick Wash, Steam Wash","Whirlpool Top Load washing machine with inverter motor, quick wash, steam wash. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800080.jpg,https://example.com/products/800080
800081,Aquaguard RO+UV+UF,Home Appliances,Water Purifier,Aquaguard,RO+UV+UF,27200,30400,11,4.9,1225,In Stock,ShopWise Home,1 Year,White,5 Star,10kg,500W,"RO, Mineral Booster, TDS Controller","Aquaguard RO+UV+UF water purifier with ro, mineral booster, tds controller. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800081.jpg,https://example.com/products/800081
800082,IFB Top Load,Home Appliances,Washing Machine,IFB,Top Load,42400,46200,8,4.5,11911,In Stock,ShopWise Home,1 Year,White,4 Star,190L,1000W,"Quick Wash, Smart Diagnosis, Child Lock","IFB Top Load washing machine with quick wash, smart diagnosis, child lock. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800082.jpg,https://example.com/products/800082
800083,Panasonic Solo,Home Appliances,Microwave Oven,Panasonic,Solo,11000,14700,25,4.6,1512,In Stock,ShopWise Home,1 Year,Silver,4 Star,10kg,1000W,"Auto Cook Menu, Timer, Touch Control","Panasonic Solo microwave oven with auto cook menu, timer, touch control. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800083.jpg,https://example.com/products/800083
800084,Samsung Fully Automatic,Home Appliances,Washing Machine,Samsung,Fully Automatic,59900,62800,5,4.3,3794,In Stock,ShopWise Home,1 Year,White,3 Star,7kg,2000W,"Inverter Motor, Quick Wash, Child Lock","Samsung Fully Automatic washing machine with inverter motor, quick wash, child lock. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800084.jpg,https://example.com/products/800084
800085,Prestige 500W,Home Appliances,Mixer Grinder,Prestige,500W,5500,10000,45,4.1,2761,In Stock,ShopWise Home,1 Year,Black,4 Star,1L,500W,"Anti-Skid Feet, Overload Protection, 3 Jars","Prestige 500W mixer grinder with anti-skid feet, overload protection, 3 jars. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800085.jpg,https://example.com/products/800085
800086,Panasonic Grill,Home Appliances,Microwave Oven,Panasonic,Grill,13600,16000,15,4.2,8971,In Stock,ShopWise Home,1 Year,Black,4 Star,240L,500W,"Timer, Defrost, Auto Cook Menu","Panasonic Grill microwave oven with timer, defrost, auto cook menu. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800086.jpg,https://example.com/products/800086
800087,Whirlpool Convertible,Home Appliances,Refrigerator,Whirlpool,Convertible,77500,82300,6,4.1,9257,In Stock,ShopWise Home,1 Year,Black,5 Star,1.5L,1500W,"Energy Rating 3 Star, Toughened Glass Shelves, Frost Free","Whirlpool Convertible refrigerator with energy rating 3 star, toughened glass shelves, frost free. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800087.jpg,https://example.com/products/800087
800088,Butterfly 500W,Home Appliances,Mixer Grinder,Butterfly,500W,2700,6400,58,4.9,3765,In Stock,ShopWise Home,1 Year,Grey,5 Star,1.5L,2000W,"3 Jars, Stainless Steel Blades, Overload Protection","Butterfly 500W mixer grinder with 3 jars, stainless steel blades, overload protection. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800088.jpg,https://example.com/products/800088
800089,Samsung Single Door,Home Appliances,Refrigerator,Samsung,Single Door,22400,22900,2,4.2,491,In Stock,ShopWise Home,1 Year,Black,4 Star,20L,750W,"Energy Rating 3 Star, Convertible Mode, Inverter Compressor","Samsung Single Door refrigerator with energy rating 3 star, convertible mode, inverter compressor. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800089.jpg,https://example.com/products/800089
800090,Pureit RO+UV+UF,Home Appliances,Water Purifier,Pureit,RO+UV+UF,23800,28700,17,4.7,13086,In Stock,ShopWise Home,1 Year,Silver,4 Star,8kg,500W,"UV, Mineral Booster, RO","Pureit RO+UV+UF water purifier with uv, mineral booster, ro. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800090.jpg,https://example.com/products/800090
800091,Godrej Convertible,Home Appliances,Refrigerator,Godrej,Convertible,51500,56400,9,4.3,9757,In Stock,ShopWise Home,1 Year,Grey,4 Star,8kg,1500W,"Convertible Mode, Inverter Compressor, Frost Free","Godrej Convertible refrigerator with convertible mode, inverter compressor, frost free. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800091.jpg,https://example.com/products/800091
800092,Bajaj 750W,Home Appliances,Mixer Grinder,Bajaj,750W,11200,12100,7,4.7,590,In Stock,ShopWise Home,1 Year,White,4 Star,8kg,1000W,"Stainless Steel Blades, Anti-Skid Feet, 3 Jars","Bajaj 750W mixer grinder with stainless steel blades, anti-skid feet, 3 jars. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800092.jpg,https://example.com/products/800092
800093,Bajaj 1000W,Home Appliances,Mixer Grinder,Bajaj,1000W,4200,5100,18,4.9,3044,In Stock,ShopWise Home,1 Year,Black,5 Star,10kg,1000W,"Overload Protection, Copper Motor, Stainless Steel Blades","Bajaj 1000W mixer grinder with overload protection, copper motor, stainless steel blades. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800093.jpg,https://example.com/products/800093
800094,Prestige 1000W,Home Appliances,Mixer Grinder,Prestige,1000W,7600,11000,31,4.8,11902,In Stock,ShopWise Home,1 Year,Grey,4 Star,7kg,1000W,"Stainless Steel Blades, Copper Motor, 3 Jars","Prestige 1000W mixer grinder with stainless steel blades, copper motor, 3 jars. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800094.jpg,https://example.com/products/800094
800095,Pureit RO+UV+UF,Home Appliances,Water Purifier,Pureit,RO+UV+UF,8900,11400,22,4.2,7204,In Stock,ShopWise Home,1 Year,Silver,5 Star,190L,500W,"RO, UF, TDS Controller","Pureit RO+UV+UF water purifier with ro, uf, tds controller. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800095.jpg,https://example.com/products/800095
800096,Prestige 1000W,Home Appliances,Mixer Grinder,Prestige,1000W,2700,5000,46,4.1,14133,In Stock,ShopWise Home,1 Year,Grey,3 Star,8kg,750W,"3 Jars, Copper Motor, Stainless Steel Blades","Prestige 1000W mixer grinder with 3 jars, copper motor, stainless steel blades. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800096.jpg,https://example.com/products/800096
800097,Whirlpool Side by Side,Home Appliances,Refrigerator,Whirlpool,Side by Side,46200,48800,5,4.9,4628,In Stock,ShopWise Home,1 Year,Silver,5 Star,28L,1500W,"Frost Free, Toughened Glass Shelves, Inverter Compressor","Whirlpool Side by Side refrigerator with frost free, toughened glass shelves, inverter compressor. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800097.jpg,https://example.com/products/800097
800098,IFB Grill,Home Appliances,Microwave Oven,IFB,Grill,12600,14200,11,4.0,13204,In Stock,ShopWise Home,1 Year,Silver,5 Star,7kg,500W,"Touch Control, Timer, Defrost","IFB Grill microwave oven with touch control, timer, defrost. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800098.jpg,https://example.com/products/800098
800099,Samsung Convection,Home Appliances,Microwave Oven,Samsung,Convection,7000,10100,31,4.1,4608,In Stock,ShopWise Home,1 Year,White,5 Star,330L,750W,"Timer, Child Lock, Auto Cook Menu","Samsung Convection microwave oven with timer, child lock, auto cook menu. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800099.jpg,https://example.com/products/800099
800100,Livpure RO+UV+UF,Home Appliances,Water Purifier,Livpure,RO+UV+UF,19700,20900,6,4.8,4148,In Stock,ShopWise Home,1 Year,Black,5 Star,1.5L,1000W,"UF, Mineral Booster, UV","Livpure RO+UV+UF water purifier with uf, mineral booster, uv. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800100.jpg,https://example.com/products/800100
800101,Livpure RO,Home Appliances,Water Purifier,Livpure,RO,8800,12000,27,4.7,12335,In Stock,ShopWise Home,1 Year,Black,3 Star,20L,500W,"UF, RO, UV","Livpure RO water purifier with uf, ro, uv. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800101.jpg,https://example.com/products/800101
800102,IFB Grill,Home Appliances,Microwave Oven,IFB,Grill,12500,13500,7,4.1,10737,In Stock,ShopWise Home,1 Year,White,5 Star,2L,500W,"Timer, Child Lock, Touch Control","IFB Grill microwave oven with timer, child lock, touch control. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800102.jpg,https://example.com/products/800102
800103,Aquaguard RO,Home Appliances,Water Purifier,Aquaguard,RO,19800,22600,12,4.5,13065,In Stock,ShopWise Home,1 Year,Black,5 Star,1.5L,1000W,"UV, UF, RO","Aquaguard RO water purifier with uv, uf, ro. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800103.jpg,https://example.com/products/800103
800104,Whirlpool Front Load,Home Appliances,Washing Machine,Whirlpool,Front Load,68300,68800,1,4.8,14569,In Stock,ShopWise Home,1 Year,Silver,5 Star,1.5L,500W,"Smart Diagnosis, Quick Wash, Steam Wash","Whirlpool Front Load washing machine with smart diagnosis, quick wash, steam wash. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800104.jpg,https://example.com/products/800104
800105,Kent RO,Home Appliances,Water Purifier,Kent,RO,23500,26400,11,4.1,11838,In Stock,ShopWise Home,1 Year,Silver,3 Star,1.5L,500W,"UF, Mineral Booster, RO","Kent RO water purifier with uf, mineral booster, ro. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800105.jpg,https://example.com/products/800105
800106,Aquaguard RO,Home Appliances,Water Purifier,Aquaguard,RO,20700,24400,15,4.2,1334,In Stock,ShopWise Home,1 Year,Grey,3 Star,330L,1000W,"UV, TDS Controller, UF","Aquaguard RO water purifier with uv, tds controller, uf. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800106.jpg,https://example.com/products/800106
800107,LG Convertible,Home Appliances,Refrigerator,LG,Convertible,45200,45700,1,4.6,7372,In Stock,ShopWise Home,1 Year,White,3 Star,10kg,750W,"Frost Free, Inverter Compressor, Energy Rating 3 Star","LG Convertible refrigerator with frost free, inverter compressor, energy rating 3 star. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800107.jpg,https://example.com/products/800107
800108,Haier Double Door,Home Appliances,Refrigerator,Haier,Double Door,67000,68900,3,4.4,4659,In Stock,ShopWise Home,1 Year,Silver,3 Star,190L,750W,"Frost Free, Toughened Glass Shelves, Convertible Mode","Haier Double Door refrigerator with frost free, toughened glass shelves, convertible mode. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800108.jpg,https://example.com/products/800108
800109,Bajaj 500W,Home Appliances,Mixer Grinder,Bajaj,500W,6500,7100,8,4.8,9040,In Stock,ShopWise Home,1 Year,Silver,5 Star,1.5L,2000W,"3 Jars, Stainless Steel Blades, Anti-Skid Feet","Bajaj 500W mixer grinder with 3 jars, stainless steel blades, anti-skid feet. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800109.jpg,https://example.com/products/800109
800110,IFB Grill,Home Appliances,Microwave Oven,IFB,Grill,26400,31300,16,4.0,9123,In Stock,ShopWise Home,1 Year,White,5 Star,28L,750W,"Timer, Child Lock, Defrost","IFB Grill microwave oven with timer, child lock, defrost. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800110.jpg,https://example.com/products/800110
800111,IFB Top Load,Home Appliances,Washing Machine,IFB,Top Load,57000,57600,1,4.0,3096,In Stock,ShopWise Home,1 Year,Grey,5 Star,2L,750W,"Inverter Motor, Smart Diagnosis, Quick Wash","IFB Top Load washing machine with inverter motor, smart diagnosis, quick wash. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800111.jpg,https://example.com/products/800111
800112,Prestige 750W,Home Appliances,Mixer Grinder,Prestige,750W,6400,7800,18,4.7,4692,In Stock,ShopWise Home,1 Year,White,5 Star,1L,750W,"3 Jars, Overload Protection, Stainless Steel Blades","Prestige 750W mixer grinder with 3 jars, overload protection, stainless steel blades. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800112.jpg,https://example.com/products/800112
800113,Philips 500W,Home Appliances,Mixer Grinder,Philips,500W,11100,12200,9,4.5,8078,In Stock,ShopWise Home,1 Year,White,5 Star,10kg,1000W,"Overload Protection, Stainless Steel Blades, Anti-Skid Feet","Philips 500W mixer grinder with overload protection, stainless steel blades, anti-skid feet. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800113.jpg,https://example.com/products/800113
800114,Haier Side by Side,Home Appliances,Refrigerator,Haier,Side by Side,37200,39500,6,4.3,13059,In Stock,ShopWise Home,1 Year,Silver,4 Star,1L,2000W,"Inverter Compressor, Toughened Glass Shelves, Energy Rating 3 Star","Haier Side by Side refrigerator with inverter compressor, toughened glass shelves, energy rating 3 star. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800114.jpg,https://example.com/products/800114
800115,Aquaguard RO,Home Appliances,Water Purifier,Aquaguard,RO,11500,14600,21,4.0,4906,In Stock,ShopWise Home,1 Year,Silver,4 Star,7kg,500W,"UF, TDS Controller, RO","Aquaguard RO water purifier with uf, tds controller, ro. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800115.jpg,https://example.com/products/800115
800116,IFB Solo,Home Appliances,Microwave Oven,IFB,Solo,23600,25200,6,4.7,14721,In Stock,ShopWise Home,1 Year,Silver,4 Star,28L,1500W,"Defrost, Auto Cook Menu, Touch Control","IFB Solo microwave oven with defrost, auto cook menu, touch control. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800116.jpg,https://example.com/products/800116
800117,Godrej Convertible,Home Appliances,Refrigerator,Godrej,Convertible,18500,21400,14,4.5,6832,In Stock,ShopWise Home,1 Year,White,4 Star,1L,500W,"Toughened Glass Shelves, Energy Rating 3 Star, Frost Free","Godrej Convertible refrigerator with toughened glass shelves, energy rating 3 star, frost free. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800117.jpg,https://example.com/products/800117
800118,Sujata 750W,Home Appliances,Mixer Grinder,Sujata,750W,6900,11200,38,4.3,7674,In Stock,ShopWise Home,1 Year,Grey,3 Star,7kg,750W,"3 Jars, Stainless Steel Blades, Overload Protection","Sujata 750W mixer grinder with 3 jars, stainless steel blades, overload protection. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800118.jpg,https://example.com/products/800118
800119,Bosch Top Load,Home Appliances,Washing Machine,Bosch,Top Load,52300,57100,8,4.3,8767,In Stock,ShopWise Home,1 Year,White,5 Star,1L,1000W,"Quick Wash, Child Lock, Smart Diagnosis","Bosch Top Load washing machine with quick wash, child lock, smart diagnosis. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800119.jpg,https://example.com/products/800119
800120,LG Solo,Home Appliances,Microwave Oven,LG,Solo,19300,21000,8,4.9,3996,In Stock,ShopWise Home,1 Year,Grey,3 Star,1L,1000W,"Touch Control, Auto Cook Menu, Child Lock","LG Solo microwave oven with touch control, auto cook menu, child lock. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800120.jpg,https://example.com/products/800120
800121,Kent RO+UV,Home Appliances,Water Purifier,Kent,RO+UV,22800,26600,14,4.5,13248,In Stock,ShopWise Home,1 Year,Grey,5 Star,20L,1500W,"UF, RO, TDS Controller","Kent RO+UV water purifier with uf, ro, tds controller. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800121.jpg,https://example.com/products/800121
800122,IFB Front Load,Home Appliances,Washing Machine,IFB,Front Load,22800,26600,14,4.0,3949,In Stock,ShopWise Home,1 Year,White,5 Star,2L,1000W,"Steam Wash, Child Lock, Smart Diagnosis","IFB Front Load washing machine with steam wash, child lock, smart diagnosis. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800122.jpg,https://example.com/products/800122
800123,Godrej Single Door,Home Appliances,Refrigerator,Godrej,Single Door,33600,35300,5,4.1,6148,In Stock,ShopWise Home,1 Year,White,3 Star,2L,2000W,"Inverter Compressor, Convertible Mode, Energy Rating 3 Star","Godrej Single Door refrigerator with inverter compressor, convertible mode, energy rating 3 star. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800123.jpg,https://example.com/products/800123
800124,Aquaguard RO+UV+UF,Home Appliances,Water Purifier,Aquaguard,RO+UV+UF,17800,20100,11,4.8,12850,In Stock,ShopWise Home,1 Year,Silver,3 Star,7kg,1000W,"UF, Mineral Booster, RO","Aquaguard RO+UV+UF water purifier with uf, mineral booster, ro. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800124.jpg,https://example.com/products/800124
800125,Samsung Semi Automatic,Home Appliances,Washing Machine,Samsung,Semi Automatic,37100,39900,7,4.5,8266,In Stock,ShopWise Home,1 Year,White,3 Star,20L,750W,"Child Lock, Steam Wash, Smart Diagnosis","Samsung Semi Automatic washing machine with child lock, steam wash, smart diagnosis. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800125.jpg,https://example.com/products/800125
800126,LG Convertible,Home Appliances,Refrigerator,LG,Convertible,84100,86100,2,4.6,13532,In Stock,ShopWise Home,1 Year,White,3 Star,20L,500W,"Toughened Glass Shelves, Convertible Mode, Energy Rating 3 Star","LG Convertible refrigerator with toughened glass shelves, convertible mode, energy rating 3 star. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800126.jpg,https://example.com/products/800126
800127,LG Convertible,Home Appliances,Refrigerator,LG,Convertible,55500,58500,5,4.6,10641,In Stock,ShopWise Home,1 Year,Grey,3 Star,10kg,1000W,"Frost Free, Energy Rating 3 Star, Toughened Glass Shelves","LG Convertible refrigerator with frost free, energy rating 3 star, toughened glass shelves. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800127.jpg,https://example.com/products/800127
800128,LG Top Load,Home Appliances,Washing Machine,LG,Top Load,35900,38800,7,4.9,14223,In Stock,ShopWise Home,1 Year,Grey,5 Star,8kg,500W,"Child Lock, Quick Wash, Steam Wash","LG Top Load washing machine with child lock, quick wash, steam wash. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800128.jpg,https://example.com/products/800128
800129,Haier Single Door,Home Appliances,Refrigerator,Haier,Single Door,31300,33300,6,4.7,3285,In Stock,ShopWise Home,1 Year,Black,3 Star,28L,1500W,"Inverter Compressor, Energy Rating 3 Star, Frost Free","Haier Single Door refrigerator with inverter compressor, energy rating 3 star, frost free. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800129.jpg,https://example.com/products/800129
800130,LG Fully Automatic,Home Appliances,Washing Machine,LG,Fully Automatic,55100,59700,8,4.8,3389,In Stock,ShopWise Home,1 Year,White,4 Star,20L,2000W,"Smart Diagnosis, Child Lock, Inverter Motor","LG Fully Automatic washing machine with smart diagnosis, child lock, inverter motor. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800130.jpg,https://example.com/products/800130
800131,Samsung Double Door,Home Appliances,Refrigerator,Samsung,Double Door,46300,50800,9,4.5,5058,In Stock,ShopWise Home,1 Year,Grey,5 Star,190L,1000W,"Frost Free, Energy Rating 3 Star, Inverter Compressor","Samsung Double Door refrigerator with frost free, energy rating 3 star, inverter compressor. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800131.jpg,https://example.com/products/800131
800132,Godrej Convertible,Home Appliances,Refrigerator,Godrej,Convertible,54300,57300,5,4.8,14175,In Stock,ShopWise Home,1 Year,White,4 Star,240L,1500W,"Inverter Compressor, Toughened Glass Shelves, Convertible Mode","Godrej Convertible refrigerator with inverter compressor, toughened glass shelves, convertible mode. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800132.jpg,https://example.com/products/800132
800133,LG Convertible,Home Appliances,Refrigerator,LG,Convertible,37100,38800,4,4.3,10737,In Stock,ShopWise Home,1 Year,Black,5 Star,1L,2000W,"Frost Free, Inverter Compressor, Energy Rating 3 Star","LG Convertible refrigerator with frost free, inverter compressor, energy rating 3 star. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800133.jpg,https://example.com/products/800133
800134,Kent RO+UV+UF,Home Appliances,Water Purifier,Kent,RO+UV+UF,11300,13300,15,4.5,5461,In Stock,ShopWise Home,1 Year,Black,3 Star,190L,1500W,"UV, TDS Controller, Mineral Booster","Kent RO+UV+UF water purifier with uv, tds controller, mineral booster. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800134.jpg,https://example.com/products/800134
800135,Whirlpool Fully Automatic,Home Appliances,Washing Machine,Whirlpool,Fully Automatic,68600,73200,6,4.1,12088,In Stock,ShopWise Home,1 Year,Black,5 Star,7kg,500W,"Child Lock, Inverter Motor, Smart Diagnosis","Whirlpool Fully Automatic washing machine with child lock, inverter motor, smart diagnosis. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800135.jpg,https://example.com/products/800135
800136,LG Convection,Home Appliances,Microwave Oven,LG,Convection,27400,29900,8,4.2,14486,In Stock,ShopWise Home,1 Year,Black,5 Star,8kg,1500W,"Touch Control, Auto Cook Menu, Timer","LG Convection microwave oven with touch control, auto cook menu, timer. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800136.jpg,https://example.com/products/800136
800137,Prestige 750W,Home Appliances,Mixer Grinder,Prestige,750W,11600,15800,27,4.8,5602,In Stock,ShopWise Home,1 Year,White,4 Star,1L,1500W,"Anti-Skid Feet, Copper Motor, Stainless Steel Blades","Prestige 750W mixer grinder with anti-skid feet, copper motor, stainless steel blades. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800137.jpg,https://example.com/products/800137
800138,Samsung Front Load,Home Appliances,Washing Machine,Samsung,Front Load,21300,23700,10,4.1,12427,In Stock,ShopWise Home,1 Year,White,4 Star,190L,1000W,"Quick Wash, Smart Diagnosis, Steam Wash","Samsung Front Load washing machine with quick wash, smart diagnosis, steam wash. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800138.jpg,https://example.com/products/800138
800139,LG Side by Side,Home Appliances,Refrigerator,LG,Side by Side,61400,63500,3,4.9,5107,In Stock,ShopWise Home,1 Year,White,5 Star,7kg,2000W,"Convertible Mode, Energy Rating 3 Star, Inverter Compressor","LG Side by Side refrigerator with convertible mode, energy rating 3 star, inverter compressor. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800139.jpg,https://example.com/products/800139
800140,Whirlpool Side by Side,Home Appliances,Refrigerator,Whirlpool,Side by Side,51000,55200,8,5.0,8984,In Stock,ShopWise Home,1 Year,Black,3 Star,1L,1500W,"Convertible Mode, Inverter Compressor, Toughened Glass Shelves","Whirlpool Side by Side refrigerator with convertible mode, inverter compressor, toughened glass shelves. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800140.jpg,https://example.com/products/800140
800141,LG Grill,Home Appliances,Microwave Oven,LG,Grill,25100,29600,15,4.9,14231,In Stock,ShopWise Home,1 Year,Silver,5 Star,28L,750W,"Auto Cook Menu, Child Lock, Defrost","LG Grill microwave oven with auto cook menu, child lock, defrost. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800141.jpg,https://example.com/products/800141
800142,IFB Solo,Home Appliances,Microwave Oven,IFB,Solo,7200,8900,19,4.6,14364,In Stock,ShopWise Home,1 Year,Grey,3 Star,1L,500W,"Child Lock, Touch Control, Auto Cook Menu","IFB Solo microwave oven with child lock, touch control, auto cook menu. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800142.jpg,https://example.com/products/800142
800143,Whirlpool Side by Side,Home Appliances,Refrigerator,Whirlpool,Side by Side,48500,52200,7,4.1,3156,In Stock,ShopWise Home,1 Year,Silver,5 Star,7kg,1500W,"Frost Free, Toughened Glass Shelves, Energy Rating 3 Star","Whirlpool Side by Side refrigerator with frost free, toughened glass shelves, energy rating 3 star. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800143.jpg,https://example.com/products/800143
800144,IFB Semi Automatic,Home Appliances,Washing Machine,IFB,Semi Automatic,43600,45800,5,4.3,11463,In Stock,ShopWise Home,1 Year,Black,4 Star,28L,1000W,"Child Lock, Inverter Motor, Steam Wash","IFB Semi Automatic washing machine with child lock, inverter motor, steam wash. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800144.jpg,https://example.com/products/800144
