product_id,product_name,category,sub_category,brand,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,skin_type,hair_type,ingredient,volume,spf,gender,features,description,purpose,image_url,product_url
900066,The Derma Co Salicylic Face Wash,Beauty & Skincare,Face Wash,The Derma Co,199,449,56,4.4,2262,In Stock,ShopWise Beauty,No Warranty,Dry Skin,Damaged Hair,Salicylic Acid,150 ml,SPF 30,Unisex,"Salicylic Acid, Dermatologically Tested, Paraben Free",The Derma Co Salicylic Face Wash enriched with Salicylic Acid. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900066.jpg,https://example.com/products/900066
900067,Plum Night Gel,Beauty & Skincare,Moisturizer,Plum,749,899,17,5.0,4742,In Stock,ShopWise Beauty,No Warranty,Dry Skin,Dry Hair,Salicylic Acid,50 ml,N/A,Unisex,"Salicylic Acid, Dermatologically Tested, Paraben Free",Plum Night Gel enriched with Salicylic Acid. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900067.jpg,https://example.com/products/900067
900068,Cetaphil Gentle Skin Cleanser,Beauty & Skincare,Face Wash,Cetaphil,549,949,42,4.3,21700,In Stock,ShopWise Beauty,No Warranty,All Skin,Damaged Hair,Green Tea,150 ml,N/A,Unisex,"Green Tea, Dermatologically Tested, Paraben Free",Cetaphil Gentle Skin Cleanser enriched with Green Tea. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900068.jpg,https://example.com/products/900068
900069,Mamaearth Onion Shampoo,Beauty & Skincare,Shampoo,Mamaearth,799,999,20,4.1,22858,In Stock,ShopWise Beauty,No Warranty,Combination Skin,Dry Hair,Vitamin C,150 ml,SPF 30,Unisex,"Vitamin C, Dermatologically Tested, Paraben Free",Mamaearth Onion Shampoo enriched with Vitamin C. Suitable for hair care and daily use.,Hair Care,https://example.com/images/beauty/900069.jpg,https://example.com/products/900069
900070,Lakme Sunscreen,Beauty & Skincare,Sunscreen,Lakme,549,649,15,4.0,435,In Stock,ShopWise Beauty,No Warranty,Oily Skin,All Hair,Ceramides,100 ml,SPF 30,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",Lakme Sunscreen enriched with Ceramides. Suitable for sun protection and daily use.,Sun Protection,https://example.com/images/beauty/900070.jpg,https://example.com/products/900070
900071,Lakme 9to5 Foundation,Beauty & Skincare,Makeup,Lakme,1799,2249,20,4.7,9329,In Stock,ShopWise Beauty,No Warranty,Dry Skin,All Hair,Hyaluronic Acid,150 ml,SPF 30,Unisex,"Hyaluronic Acid, Dermatologically Tested, Paraben Free",Lakme 9to5 Foundation enriched with Hyaluronic Acid. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900071.jpg,https://example.com/products/900071
900072,The Derma Co Vitamin C Serum,Beauty & Skincare,Serum,The Derma Co,749,1099,32,4.3,7868,In Stock,ShopWise Beauty,No Warranty,All Skin,All Hair,Niacinamide,150 ml,N/A,Unisex,"Niacinamide, Dermatologically Tested, Paraben Free",The Derma Co Vitamin C Serum enriched with Niacinamide. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900072.jpg,https://example.com/products/900072
900073,Lakme Sunscreen,Beauty & Skincare,Sunscreen,Lakme,749,1149,35,4.0,25098,In Stock,ShopWise Beauty,No Warranty,Combination Skin,All Hair,Ceramides,50 ml,N/A,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",Lakme Sunscreen enriched with Ceramides. Suitable for sun protection and daily use.,Sun Protection,https://example.com/images/beauty/900073.jpg,https://example.com/products/900073
900074,L'Oréal Total Repair Shampoo,Beauty & Skincare,Shampoo,L'Oréal,799,999,20,4.4,29121,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,All Hair,Ceramides,200 ml,N/A,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",L'Oréal Total Repair Shampoo enriched with Ceramides. Suitable for hair care and daily use.,Hair Care,https://example.com/images/beauty/900074.jpg,https://example.com/products/900074
900075,Neutrogena Acne Face Wash,Beauty & Skincare,Face Wash,Neutrogena,549,649,15,4.4,8239,In Stock,ShopWise Beauty,No Warranty,All Skin,Oily Hair,Salicylic Acid,30 ml,N/A,Unisex,"Salicylic Acid, Dermatologically Tested, Paraben Free",Neutrogena Acne Face Wash enriched with Salicylic Acid. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900075.jpg,https://example.com/products/900075
900076,The Derma Co 1% Hyaluronic Sunscreen,Beauty & Skincare,Sunscreen,The Derma Co,549,899,39,4.5,6148,In Stock,ShopWise Beauty,No Warranty,Oily Skin,Damaged Hair,Ceramides,250 ml,SPF 50,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",The Derma Co 1% Hyaluronic Sunscreen enriched with Ceramides. Suitable for sun protection and daily use.,Sun Protection,https://example.com/images/beauty/900076.jpg,https://example.com/products/900076
900077,Lakme 9to5 Foundation,Beauty & Skincare,Makeup,Lakme,1799,1849,3,4.9,22133,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Damaged Hair,Vitamin C,250 ml,N/A,Unisex,"Vitamin C, Dermatologically Tested, Paraben Free",Lakme 9to5 Foundation enriched with Vitamin C. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900077.jpg,https://example.com/products/900077
900078,Plum Body Mist,Beauty & Skincare,Beauty,Plum,949,1349,30,4.4,22370,In Stock,ShopWise Beauty,No Warranty,All Skin,All Hair,Aloe Vera,200 ml,SPF 30,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",Plum Body Mist enriched with Aloe Vera. Suitable for beauty and daily use.,Beauty,https://example.com/images/beauty/900078.jpg,https://example.com/products/900078
900079,Maybelline Lipstick,Beauty & Skincare,Makeup,Maybelline,699,1149,39,4.6,6721,In Stock,ShopWise Beauty,No Warranty,All Skin,Damaged Hair,Niacinamide,30 ml,N/A,Unisex,"Niacinamide, Dermatologically Tested, Paraben Free",Maybelline Lipstick enriched with Niacinamide. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900079.jpg,https://example.com/products/900079
900080,L'Oréal Paris Serum,Beauty & Skincare,Serum,L'Oréal,799,999,20,4.3,22826,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,All Hair,Aloe Vera,30 ml,N/A,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",L'Oréal Paris Serum enriched with Aloe Vera. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900080.jpg,https://example.com/products/900080
900081,The Derma Co 1% Hyaluronic Sunscreen,Beauty & Skincare,Sunscreen,The Derma Co,549,949,42,4.9,398,In Stock,ShopWise Beauty,No Warranty,All Skin,Damaged Hair,Hyaluronic Acid,100 ml,N/A,Unisex,"Hyaluronic Acid, Dermatologically Tested, Paraben Free",The Derma Co 1% Hyaluronic Sunscreen enriched with Hyaluronic Acid. Suitable for sun protection and daily use.,Sun Protection,https://example.com/images/beauty/900081.jpg,https://example.com/products/900081
900082,Neutrogena Acne Face Wash,Beauty & Skincare,Face Wash,Neutrogena,399,449,11,5.0,10750,In Stock,ShopWise Beauty,No Warranty,Combination Skin,Damaged Hair,Niacinamide,150 ml,SPF 30,Unisex,"Niacinamide, Dermatologically Tested, Paraben Free",Neutrogena Acne Face Wash enriched with Niacinamide. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900082.jpg,https://example.com/products/900082
900083,Maybelline Fit Me Foundation,Beauty & Skincare,Makeup,Maybelline,499,649,23,4.1,7703,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Damaged Hair,Ceramides,100 ml,N/A,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",Maybelline Fit Me Foundation enriched with Ceramides. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900083.jpg,https://example.com/products/900083
900084,Mamaearth Ubtan Face Wash,Beauty & Skincare,Face Wash,Mamaearth,849,1049,19,4.9,10994,In Stock,ShopWise Beauty,No Warranty,All Skin,Dry Hair,Niacinamide,200 ml,SPF 30,Unisex,"Niacinamide, Dermatologically Tested, Paraben Free",Mamaearth Ubtan Face Wash enriched with Niacinamide. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900084.jpg,https://example.com/products/900084
900085,The Derma Co Salicylic Face Wash,Beauty & Skincare,Face Wash,The Derma Co,449,549,18,4.8,18713,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Damaged Hair,Aloe Vera,250 ml,SPF 50,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",The Derma Co Salicylic Face Wash enriched with Aloe Vera. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900085.jpg,https://example.com/products/900085
900086,Mamaearth Ubtan Face Wash,Beauty & Skincare,Face Wash,Mamaearth,849,1249,32,4.4,22719,In Stock,ShopWise Beauty,No Warranty,Combination Skin,All Hair,Aloe Vera,150 ml,SPF 50,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",Mamaearth Ubtan Face Wash enriched with Aloe Vera. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900086.jpg,https://example.com/products/900086
900087,Nivea Body Lotion,Beauty & Skincare,Moisturizer,Nivea,1399,1449,3,4.8,12368,In Stock,ShopWise Beauty,No Warranty,Oily Skin,Oily Hair,Green Tea,100 ml,N/A,Unisex,"Green Tea, Dermatologically Tested, Paraben Free",Nivea Body Lotion enriched with Green Tea. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900087.jpg,https://example.com/products/900087
900088,Neutrogena Hydro Boost Gel,Beauty & Skincare,Moisturizer,Neutrogena,1299,1649,21,4.0,5664,In Stock,ShopWise Beauty,No Warranty,Combination Skin,Damaged Hair,Salicylic Acid,200 ml,SPF 30,Unisex,"Salicylic Acid, Dermatologically Tested, Paraben Free",Neutrogena Hydro Boost Gel enriched with Salicylic Acid. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900088.jpg,https://example.com/products/900088
900089,L'Oréal Total Repair Shampoo,Beauty & Skincare,Shampoo,L'Oréal,949,1049,10,4.6,19077,In Stock,ShopWise Beauty,No Warranty,All Skin,Damaged Hair,Aloe Vera,200 ml,SPF 30,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",L'Oréal Total Repair Shampoo enriched with Aloe Vera. Suitable for hair care and daily use.,Hair Care,https://example.com/images/beauty/900089.jpg,https://example.com/products/900089
900090,L'Oréal Paris Serum,Beauty & Skincare,Serum,L'Oréal,1199,1599,25,4.9,26329,In Stock,ShopWise Beauty,No Warranty,Dry Skin,Damaged Hair,Ceramides,100 ml,SPF 50,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",L'Oréal Paris Serum enriched with Ceramides. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900090.jpg,https://example.com/products/900090
900091,Cetaphil Moisturizing Lotion,Beauty & Skincare,Moisturizer,Cetaphil,1199,1399,14,4.1,20237,In Stock,ShopWise Beauty,No Warranty,Combination Skin,Oily Hair,Ceramides,50 ml,N/A,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",Cetaphil Moisturizing Lotion enriched with Ceramides. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900091.jpg,https://example.com/products/900091
900092,Cetaphil Gentle Skin Cleanser,Beauty & Skincare,Face Wash,Cetaphil,849,1049,19,4.2,7247,In Stock,ShopWise Beauty,No Warranty,All Skin,Dry Hair,Hyaluronic Acid,150 ml,SPF 50,Unisex,"Hyaluronic Acid, Dermatologically Tested, Paraben Free",Cetaphil Gentle Skin Cleanser enriched with Hyaluronic Acid. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900092.jpg,https://example.com/products/900092
900093,L'Oréal Total Repair Shampoo,Beauty & Skincare,Shampoo,L'Oréal,549,799,31,4.9,21602,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Dry Hair,Salicylic Acid,50 ml,SPF 30,Unisex,"Salicylic Acid, Dermatologically Tested, Paraben Free",L'Oréal Total Repair Shampoo enriched with Salicylic Acid. Suitable for hair care and daily use.,Hair Care,https://example.com/images/beauty/900093.jpg,https://example.com/products/900093
900094,Neutrogena Ultra Sheer Sunscreen,Beauty & Skincare,Sunscreen,Neutrogena,1099,1249,12,4.7,18029,In Stock,ShopWise Beauty,No Warranty,Dry Skin,Damaged Hair,Vitamin C,250 ml,N/A,Unisex,"Vitamin C, Dermatologically Tested, Paraben Free",Neutrogena Ultra Sheer Sunscreen enriched with Vitamin C. Suitable for sun protection and daily use.,Sun Protection,https://example.com/images/beauty/900094.jpg,https://example.com/products/900094
900095,Cetaphil Moisturizing Lotion,Beauty & Skincare,Moisturizer,Cetaphil,349,649,46,4.5,23755,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Dry Hair,Aloe Vera,30 ml,SPF 50,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",Cetaphil Moisturizing Lotion enriched with Aloe Vera. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900095.jpg,https://example.com/products/900095
900096,L'Oréal Revitalift Cream,Beauty & Skincare,Moisturizer,L'Oréal,1399,1749,20,4.8,22568,In Stock,ShopWise Beauty,No Warranty,Oily Skin,All Hair,Aloe Vera,30 ml,SPF 50,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",L'Oréal Revitalift Cream enriched with Aloe Vera. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900096.jpg,https://example.com/products/900096
900097,L'Oréal Total Repair Shampoo,Beauty & Skincare,Shampoo,L'Oréal,349,499,30,4.5,14972,In Stock,ShopWise Beauty,No Warranty,Oily Skin,Dry Hair,Ceramides,200 ml,SPF 50,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",L'Oréal Total Repair Shampoo enriched with Ceramides. Suitable for hair care and daily use.,Hair Care,https://example.com/images/beauty/900097.jpg,https://example.com/products/900097
900098,Minimalist Vitamin C Serum,Beauty & Skincare,Serum,Minimalist,1299,1449,10,4.9,17122,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Dry Hair,Aloe Vera,250 ml,SPF 50,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",Minimalist Vitamin C Serum enriched with Aloe Vera. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900098.jpg,https://example.com/products/900098
900099,Mamaearth Vitamin C Face Wash,Beauty & Skincare,Face Wash,Mamaearth,399,749,47,4.2,23288,In Stock,ShopWise Beauty,No Warranty,All Skin,Dry Hair,Aloe Vera,30 ml,N/A,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",Mamaearth Vitamin C Face Wash enriched with Aloe Vera. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900099.jpg,https://example.com/products/900099
900100,Lakme Face Cream,Beauty & Skincare,Moisturizer,Lakme,1399,1799,22,4.7,5980,In Stock,ShopWise Beauty,No Warranty,Oily Skin,All Hair,Ceramides,250 ml,SPF 30,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",Lakme Face Cream enriched with Ceramides. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900100.jpg,https://example.com/products/900100
900101,Lakme Face Cream,Beauty & Skincare,Moisturizer,Lakme,599,749,20,4.8,23891,In Stock,ShopWise Beauty,No Warranty,Combination Skin,Oily Hair,Ceramides,50 ml,SPF 30,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",Lakme Face Cream enriched with Ceramides. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900101.jpg,https://example.com/products/900101
900102,Plum Night Gel,Beauty & Skincare,Moisturizer,Plum,1449,1799,19,4.8,17678,In Stock,ShopWise Beauty,No Warranty,Dry Skin,Oily Hair,Hyaluronic Acid,30 ml,SPF 30,Unisex,"Hyaluronic Acid, Dermatologically Tested, Paraben Free",Plum Night Gel enriched with Hyaluronic Acid. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900102.jpg,https://example.com/products/900102
900103,L'Oréal Paris Serum,Beauty & Skincare,Serum,L'Oréal,749,1049,29,5.0,14538,In Stock,ShopWise Beauty,No Warranty,Oily Skin,Oily Hair,Niacinamide,100 ml,SPF 50,Unisex,"Niacinamide, Dermatologically Tested, Paraben Free",L'Oréal Paris Serum enriched with Niacinamide. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900103.jpg,https://example.com/products/900103
900104,Lakme 9to5 Foundation,Beauty & Skincare,Makeup,Lakme,1699,1849,8,4.3,16310,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Oily Hair,Ceramides,100 ml,SPF 50,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",Lakme 9to5 Foundation enriched with Ceramides. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900104.jpg,https://example.com/products/900104
900105,Plum Green Tea Face Wash,Beauty & Skincare,Face Wash,Plum,349,549,36,4.5,28767,In Stock,ShopWise Beauty,No Warranty,Combination Skin,Oily Hair,Aloe Vera,150 ml,SPF 50,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",Plum Green Tea Face Wash enriched with Aloe Vera. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900105.jpg,https://example.com/products/900105
900106,Cetaphil Gentle Skin Cleanser,Beauty & Skincare,Face Wash,Cetaphil,399,849,53,4.0,12519,In Stock,ShopWise Beauty,No Warranty,Oily Skin,Damaged Hair,Niacinamide,30 ml,SPF 50,Unisex,"Niacinamide, Dermatologically Tested, Paraben Free",Cetaphil Gentle Skin Cleanser enriched with Niacinamide. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900106.jpg,https://example.com/products/900106
900107,Lakme Sunscreen,Beauty & Skincare,Sunscreen,Lakme,699,899,22,4.7,450,In Stock,ShopWise Beauty,No Warranty,Dry Skin,All Hair,Ceramides,200 ml,N/A,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",Lakme Sunscreen enriched with Ceramides. Suitable for sun protection and daily use.,Sun Protection,https://example.com/images/beauty/900107.jpg,https://example.com/products/900107
900108,Minimalist Vitamin C Serum,Beauty & Skincare,Serum,Minimalist,1299,1749,26,4.1,27815,In Stock,ShopWise Beauty,No Warranty,Oily Skin,Oily Hair,Niacinamide,30 ml,SPF 50,Unisex,"Niacinamide, Dermatologically Tested, Paraben Free",Minimalist Vitamin C Serum enriched with Niacinamide. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900108.jpg,https://example.com/products/900108
900109,L'Oréal Paris Serum,Beauty & Skincare,Serum,L'Oréal,1249,1699,26,4.6,1561,In Stock,ShopWise Beauty,No Warranty,Oily Skin,Dry Hair,Green Tea,100 ml,SPF 50,Unisex,"Green Tea, Dermatologically Tested, Paraben Free",L'Oréal Paris Serum enriched with Green Tea. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900109.jpg,https://example.com/products/900109
900110,L'Oréal Total Repair Shampoo,Beauty & Skincare,Shampoo,L'Oréal,799,1249,36,4.4,16151,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Oily Hair,Hyaluronic Acid,50 ml,SPF 30,Unisex,"Hyaluronic Acid, Dermatologically Tested, Paraben Free",L'Oréal Total Repair Shampoo enriched with Hyaluronic Acid. Suitable for hair care and daily use.,Hair Care,https://example.com/images/beauty/900110.jpg,https://example.com/products/900110
900111,Neutrogena Ultra Sheer Sunscreen,Beauty & Skincare,Sunscreen,Neutrogena,499,549,9,4.4,18142,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Dry Hair,Vitamin C,100 ml,SPF 50,Unisex,"Vitamin C, Dermatologically Tested, Paraben Free",Neutrogena Ultra Sheer Sunscreen enriched with Vitamin C. Suitable for sun protection and daily use.,Sun Protection,https://example.com/images/beauty/900111.jpg,https://example.com/products/900111
900112,Plum Night Gel,Beauty & Skincare,Moisturizer,Plum,1099,1349,19,4.5,2999,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Dry Hair,Ceramides,50 ml,SPF 50,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",Plum Night Gel enriched with Ceramides. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900112.jpg,https://example.com/products/900112
900113,Neutrogena Ultra Sheer Sunscreen,Beauty & Skincare,Sunscreen,Neutrogena,899,1349,33,4.4,27926,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Dry Hair,Ceramides,150 ml,N/A,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",Neutrogena Ultra Sheer Sunscreen enriched with Ceramides. Suitable for sun protection and daily use.,Sun Protection,https://example.com/images/beauty/900113.jpg,https://example.com/products/900113
900114,Plum Body Mist,Beauty & Skincare,Beauty,Plum,399,549,27,4.3,2895,In Stock,ShopWise Beauty,No Warranty,Combination Skin,All Hair,Aloe Vera,30 ml,SPF 30,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",Plum Body Mist enriched with Aloe Vera. Suitable for beauty and daily use.,Beauty,https://example.com/images/beauty/900114.jpg,https://example.com/products/900114
900115,L'Oréal Paris Serum,Beauty & Skincare,Serum,L'Oréal,999,1449,31,4.4,1107,In Stock,ShopWise Beauty,No Warranty,Dry Skin,Damaged Hair,Ceramides,250 ml,SPF 50,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",L'Oréal Paris Serum enriched with Ceramides. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900115.jpg,https://example.com/products/900115
900116,Maybelline Lipstick,Beauty & Skincare,Makeup,Maybelline,1849,2099,12,4.3,725,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Dry Hair,Salicylic Acid,200 ml,SPF 30,Unisex,"Salicylic Acid, Dermatologically Tested, Paraben Free",Maybelline Lipstick enriched with Salicylic Acid. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900116.jpg,https://example.com/products/900116
900117,Lakme Face Cream,Beauty & Skincare,Moisturizer,Lakme,999,1249,20,4.0,23781,In Stock,ShopWise Beauty,No Warranty,Combination Skin,Oily Hair,Niacinamide,200 ml,N/A,Unisex,"Niacinamide, Dermatologically Tested, Paraben Free",Lakme Face Cream enriched with Niacinamide. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900117.jpg,https://example.com/products/900117
900118,Mamaearth Ubtan Face Wash,Beauty & Skincare,Face Wash,Mamaearth,749,849,12,5.0,7601,In Stock,ShopWise Beauty,No Warranty,All Skin,Damaged Hair,Green Tea,250 ml,SPF 30,Unisex,"Green Tea, Dermatologically Tested, Paraben Free",Mamaearth Ubtan Face Wash enriched with Green Tea. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900118.jpg,https://example.com/products/900118
900119,Maybelline Fit Me Foundation,Beauty & Skincare,Makeup,Maybelline,1499,1949,23,4.4,20081,In Stock,ShopWise Beauty,No Warranty,Oily Skin,Damaged Hair,Green Tea,150 ml,N/A,Unisex,"Green Tea, Dermatologically Tested, Paraben Free",Maybelline Fit Me Foundation enriched with Green Tea. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900119.jpg,https://example.com/products/900119
900120,Maybelline Sky High Mascara,Beauty & Skincare,Makeup,Maybelline,799,899,11,5.0,25828,In Stock,ShopWise Beauty,No Warranty,All Skin,Dry Hair,Vitamin C,50 ml,SPF 50,Unisex,"Vitamin C, Dermatologically Tested, Paraben Free",Maybelline Sky High Mascara enriched with Vitamin C. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900120.jpg,https://example.com/products/900120
900121,Minimalist Vitamin C Serum,Beauty & Skincare,Serum,Minimalist,849,1199,29,4.1,26665,In Stock,ShopWise Beauty,No Warranty,Oily Skin,Dry Hair,Niacinamide,30 ml,SPF 30,Unisex,"Niacinamide, Dermatologically Tested, Paraben Free",Minimalist Vitamin C Serum enriched with Niacinamide. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900121.jpg,https://example.com/products/900121
900122,L'Oréal Paris Serum,Beauty & Skincare,Serum,L'Oréal,849,1299,35,4.6,2895,In Stock,ShopWise Beauty,No Warranty,All Skin,Dry Hair,Green Tea,200 ml,SPF 50,Unisex,"Green Tea, Dermatologically Tested, Paraben Free",L'Oréal Paris Serum enriched with Green Tea. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900122.jpg,https://example.com/products/900122
900123,Minimalist Sunscreen SPF 50,Beauty & Skincare,Sunscreen,Minimalist,1099,1199,8,4.2,9035,In Stock,ShopWise Beauty,No Warranty,All Skin,Dry Hair,Salicylic Acid,30 ml,SPF 50,Unisex,"Salicylic Acid, Dermatologically Tested, Paraben Free",Minimalist Sunscreen SPF 50 enriched with Salicylic Acid. Suitable for sun protection and daily use.,Sun Protection,https://example.com/images/beauty/900123.jpg,https://example.com/products/900123
900124,Minimalist Sunscreen SPF 50,Beauty & Skincare,Sunscreen,Minimalist,399,799,50,4.1,548,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Oily Hair,Hyaluronic Acid,100 ml,N/A,Unisex,"Hyaluronic Acid, Dermatologically Tested, Paraben Free",Minimalist Sunscreen SPF 50 enriched with Hyaluronic Acid. Suitable for sun protection and daily use.,Sun Protection,https://example.com/images/beauty/900124.jpg,https://example.com/products/900124
900125,Minimalist Niacinamide Serum,Beauty & Skincare,Serum,Minimalist,849,999,15,4.9,15167,In Stock,ShopWise Beauty,No Warranty,Oily Skin,Oily Hair,Green Tea,50 ml,SPF 30,Unisex,"Green Tea, Dermatologically Tested, Paraben Free",Minimalist Niacinamide Serum enriched with Green Tea. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900125.jpg,https://example.com/products/900125
900126,Nivea Face Wash,Beauty & Skincare,Face Wash,Nivea,199,349,43,5.0,16872,In Stock,ShopWise Beauty,No Warranty,All Skin,Dry Hair,Niacinamide,100 ml,SPF 30,Unisex,"Niacinamide, Dermatologically Tested, Paraben Free",Nivea Face Wash enriched with Niacinamide. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900126.jpg,https://example.com/products/900126
900127,The Derma Co Vitamin C Serum,Beauty & Skincare,Serum,The Derma Co,1399,1449,3,4.5,10052,In Stock,ShopWise Beauty,No Warranty,Oily Skin,Oily Hair,Ceramides,50 ml,SPF 30,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",The Derma Co Vitamin C Serum enriched with Ceramides. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900127.jpg,https://example.com/products/900127
900128,The Derma Co 1% Hyaluronic Sunscreen,Beauty & Skincare,Sunscreen,The Derma Co,599,649,8,4.2,11362,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Oily Hair,Aloe Vera,250 ml,SPF 30,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",The Derma Co 1% Hyaluronic Sunscreen enriched with Aloe Vera. Suitable for sun protection and daily use.,Sun Protection,https://example.com/images/beauty/900128.jpg,https://example.com/products/900128
900129,The Derma Co Salicylic Face Wash,Beauty & Skincare,Face Wash,The Derma Co,399,749,47,4.2,5336,In Stock,ShopWise Beauty,No Warranty,Combination Skin,Dry Hair,Ceramides,50 ml,SPF 50,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",The Derma Co Salicylic Face Wash enriched with Ceramides. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900129.jpg,https://example.com/products/900129
900130,Plum Green Tea Face Wash,Beauty & Skincare,Face Wash,Plum,649,999,35,4.1,25664,In Stock,ShopWise Beauty,No Warranty,Oily Skin,Dry Hair,Ceramides,50 ml,N/A,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",Plum Green Tea Face Wash enriched with Ceramides. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900130.jpg,https://example.com/products/900130
